GEOID,label,ALAND,bldg_area,street_len,nodes_num,poi_num,manufct_poi_num,transport_poi_num,trucking_poi_num,restaurant_poi_num,grocery_poi_num,tree_cover,builtup_cover,barren_cover,ttl_pop,pop_pct_white,pop_pct_black,mhh_income,geoid_o,visitor_flows,LST_basemodel,VF_basemodel,VF_DRDmodel,VF_baseErr,VF_DRDErr
25025140107,73,627360,179567.901,7465.809265,49,8,0,0,0,0,0,55.67997779,44.16269492,0,2778,26.8898,37.149,97404,25025140107,616,956.5911624,956.5911624,692.3701,340.5911624,76.37011719
25025981202,74,1696453,505862.4418,16436.40185,34,95,5,2,0,18,0,1.268414766,52.19612081,7.098572322,6,16.6667,0,0,25025981202,298,288.6643782,288.6643782,322.39795,-9.335621784,24.39794922
25025051101,75,1159397,340454.7363,13089.46479,91,68,0,1,0,17,2,12.24083325,48.43438796,0.416299344,6460,42.4303,4.257,49744,25025051101,1578,1381.795132,1381.795132,1508.8872,-196.204868,-69.11279297
25025981600,76,586981,7577.712653,4138.283533,2,11,0,0,0,1,0,21.47391901,17.04701441,0,2,0,0,0,25025981600,59,1278.158943,1278.158943,155.3927,1219.158943,96.3927002
25025090901,77,1173210,378287.6007,19574.08841,57,49,0,0,0,8,1,10.67920506,54.06228584,0,3600,27.9722,14.7222,34583,25025090901,674,856.9412646,856.9412646,591.6437,182.9412646,-82.35632324
25025092101,78,1306107,440494.1119,31579.23952,140,160,1,0,0,26,5,9.944190766,81.65060037,0,6921,27.4527,18.2055,57166,25025092101,1567,1763.920996,1763.920996,1498.0157,196.9209961,-68.98425293
25025981000,79,1134184,4738.944809,11198.11067,15,4,0,0,0,0,0,91.89705695,5.503885845,0,11,18.1818,9.0909,0,25025981000,28,1974.841376,1974.841376,64.926636,1946.841376,36.92663574
25025170701,80,508436,143503.1551,15293.85513,75,37,0,1,0,14,0,11.76290464,65.32370954,5.778652668,2702,44.3745,4.4041,62554,25025170701,666,688.3224529,688.3224529,907.235,22.32245289,241.2349854
25025980101,81,3270316,482386.7087,0,0,13,0,0,0,1,0,16.0360007,6.658507229,0.948365633,0,0,0,0,25025980101,16,446.7907668,446.7907668,18.65503,430.7907668,2.655029297
25025091001,82,1186269,279091.3331,29994.63913,83,75,1,3,0,14,4,17.11467456,52.69429035,0.454845442,3255,54.255,8.4485,76839,25025091001,610,894.5275781,894.5275781,786.98236,284.5275781,176.9823608
25025040401,83,433403,129472.9488,16231.28339,57,76,0,0,0,16,3,6.747731855,88.30645161,0,2922,75.4962,2.3272,131949,25025040401,297,474.0890426,474.0890426,189.67798,177.0890426,-107.3220215
25025140202,84,1538599,352678.9342,9590.436068,113,37,0,0,0,6,1,59.55902927,39.37771643,0,5824,34.5124,32.9842,116382,25025140202,1336,1461.185848,1461.185848,1513.1958,125.1858482,177.1958008
25025140300,85,1548879,486558.8718,16954.32009,114,198,1,1,1,27,6,33.17676731,63.56093282,0,6843,13.4444,53.7922,71404,25025140300,1773,1350.546799,1350.546799,1589.5298,-422.4532014,-183.4702148
25025050400,86,131981,81855.21468,2223.789163,20,65,3,0,0,13,5,5.600702833,91.85152647,0,2372,45.9528,1.7285,53750,25025050400,448,1039.939146,1039.939146,518.0735,591.9391463,70.07348633
25025140400,87,1874512,457633.7338,17626.35449,147,51,2,0,0,7,2,47.54779078,49.00727435,0,7859,6.2731,65.7081,67364,25025140400,1688,1685.610668,1685.610668,1675.2605,-2.389331977,-12.73950195
25025160400,88,1299118,578926.2566,35474.19095,99,233,5,0,0,44,31,1.425267933,97.55191889,0.413572286,3878,21.0676,7.0139,60573,25025160400,875,688.1619122,688.1619122,864.42676,-186.8380878,-10.57324219
25025170200,89,998542,302358.3801,15867.59459,76,31,0,0,0,8,1,20.96306604,75.59285673,0,5305,52.8935,4.8822,49740,25025170200,1452,1362.630551,1362.630551,1642.7694,-89.36944887,190.7694092
25025170400,90,2322679,435479.0217,12970.17153,111,141,2,2,1,31,7,11.21813382,69.78178368,0,5761,44.6797,5.0338,106458,25025170400,1825,1125.683846,1125.683846,1623.4205,-699.3161535,-201.5794678
25025140106,91,278837,85519.11199,1406.088065,13,11,0,0,0,4,0,37.24521309,60.1297097,0,2178,15.0138,45.9137,58021,25025140106,528,703.6922447,703.6922447,268.45947,175.6922447,-259.5405273
25025110201,92,348208,98397.94863,8061.58008,37,29,0,0,0,6,0,46.18269712,53.6006001,0,2091,16.2123,35.1506,72250,25025110201,484,1053.050838,1053.050838,741.9442,569.050838,257.9442139
25025980700,93,2888945,22056.73865,21916.41377,33,15,0,0,0,1,0,83.63249043,2.848238589,0,7,28.5714,0,0,25025980700,52,1976.899098,1976.899098,134.31274,1924.899098,82.31274414
25025170800,94,861864,249383.6926,7129.390192,88,24,0,0,0,1,3,8.408842095,49.27674641,0,5773,46.4923,3.2912,75066,25025170800,1368,1320.65378,1320.65378,1296.0303,-47.34622013,-71.96972656
25025080601,95,561665,260977.9608,13138.93722,56,77,0,0,0,19,5,15.74351555,81.62137026,1.317557094,4732,36.9611,15.4691,27604,25025080601,1032,1078.198802,1078.198802,1205.6802,46.19880164,173.6801758
25025020200,96,108297,93436.5668,1855.861547,16,81,0,1,0,16,3,1.647757969,98.35224203,0,3804,75.4469,4.3638,172188,25025020200,230,158.5080431,158.5080431,307.66577,-71.4919569,77.66577148
25025030200,97,58261,47446.69334,2181.047847,21,44,3,0,0,16,3,0,100,0,1815,85.8402,0.7163,126339,25025030200,296,179.3608479,179.3608479,55.147705,-116.6391521,-240.8522949
25025030400,98,165170,134759.979,9864.848916,42,188,4,0,0,64,5,4.319578578,95.68042142,0,4160,84.399,1.6587,221944,25025030400,199,-321.2096658,-321.2096658,578.6804,-520.2096658,379.6804199
25025040200,99,141296,53650.29185,8603.332588,21,5,0,0,0,2,0,0,100,0,1594,52.5094,12.3588,118542,25025040200,245,288.6049286,288.6049286,158.65625,43.60492858,-86.34375
25025040300,100,279606,174443.8543,6544.167855,64,46,0,0,0,6,1,1.430644827,98.56935517,0,4525,77.4807,4.9945,157917,25025040300,740,562.9103958,562.9103958,666.7075,-177.0896042,-73.29248047
25025050200,101,243271,148682.9397,4619.886405,24,82,0,0,0,23,4,3.037160553,96.96283945,0,5197,28.2278,2.3283,49349,25025050200,1336,1213.604322,1213.604322,894.22815,-122.3956778,-441.7718506
25025050300,102,355332,163321.7226,7690.171094,15,55,0,0,0,11,2,0.970326529,41.41401941,0,3258,38.3978,8.6863,60556,25025050300,819,461.2580539,461.2580539,887.48926,-357.7419461,68.48925781
25025050700,103,267935,118680.9224,8778.299216,21,46,1,0,0,10,3,6.488590894,91.97577593,0,4520,28.0531,2.6991,43615,25025050700,1156,1315.401784,1315.401784,1087.6573,159.4017837,-68.34265137
25025010104,104,281681,129832.8373,21514.85837,37,119,1,0,0,22,1,3.548998106,95.81297976,0,5063,61.9198,3.6342,168333,25025010104,428,515.1904093,515.1904093,347.41724,87.1904093,-80.58276367
25025050600,105,171854,77911.7652,12906.49639,39,73,1,0,0,14,6,0,100,0,2074,33.7994,2.2179,59602,25025050600,234,1058.821838,1058.821838,328.49487,824.8218376,94.49487305
25025010702,106,300176,218870.6652,8696.601452,21,644,3,1,1,50,1,20.01351612,76.58814443,1.728132844,2328,79.7251,2.2337,216250,25025010702,1220,1360.643439,1360.643439,1115.2327,140.6434386,-104.767334
25025010801,107,132039,88272.8803,6011.290412,17,38,0,0,0,0,1,16.27855888,80.79964851,0,2856,78.2563,3.0112,250000,25025010801,154,-151.6381189,-151.6381189,449.15698,-305.6381189,295.1569824
25025010403,108,88555,77374.87319,3776.970082,13,72,0,0,0,36,3,0,99.08286931,0,3179,49.4181,7.7383,53177,25025010403,405,453.1689704,453.1689704,420.93127,48.1689704,15.93127441
25025160502,109,1159995,371913.5729,15347.09967,46,119,4,0,0,18,7,2.828250272,73.68961766,0.513677934,5604,18.7009,5.6031,51434,25025160502,1183,1224.003472,1224.003472,1130.7416,41.0034722,-52.25842285
25025110401,110,522960,188564.0085,4767.382744,50,38,0,1,0,6,1,39.88464951,53.0445874,0,3625,35.3655,24.8828,83804,25025110401,308,1112.526538,1112.526538,506.92828,804.5265379,198.9282837
25025120400,111,999846,393554.529,7517.793904,118,138,2,0,0,21,4,56.64268724,43.26158844,0,6006,72.4109,5.7942,164333,25025120400,574,1473.096316,1473.096316,469.88696,899.0963161,-104.1130371
25025120700,112,310598,150547.134,8284.60225,36,28,0,0,0,6,1,18.64090358,74.21823952,0,2139,59.4203,7.9944,141750,25025120700,120,358.3025524,358.3025524,-195.25964,238.3025524,-315.2596436
25025130300,113,1442464,424177.4272,12496.42482,149,57,0,0,0,4,1,61.77079772,36.19618331,0,4496,78.8034,3.6699,163701,25025130300,545,1482.471648,1482.471648,661.1478,937.4716484,116.1478271
25025051200,114,429412,150372.934,8962.945932,40,28,3,2,0,4,3,7.043093437,37.88330561,3.201406108,3454,58.3961,2.4609,97472,25025051200,369,424.783266,424.783266,522.84644,55.78326596,153.8464355
25025060200,115,170385,97139.77747,2953.201713,28,4,0,0,0,1,1,0,99.31903303,0.680966973,2328,92.311,0.3007,150417,25025060200,347,13.79560815,13.79560815,391.38232,-333.2043919,44.38232422
25025060400,116,399279,214926.0131,4406.630989,60,44,0,0,0,7,0,7.913094027,89.65266676,1.50414184,5195,91.2416,0.5197,165395,25025060400,572,391.3668862,391.3668862,595.1062,-180.6331138,23.10620117
25025060700,117,128227,59169.95829,3263.024355,17,8,0,0,0,0,0,0,100,0,1689,13.5583,20.1895,20568,25025060700,547,1083.986067,1083.986067,510.83862,536.9860671,-36.16137695
25025060800,118,343013,220713.3833,7666.955517,67,85,2,1,0,19,2,0,99.59414898,0.405851019,4859,86.4581,0.9261,180750,25025060800,385,389.66107,389.66107,375.96118,4.661070016,-9.038818359
25025061000,119,159578,73961.99781,2145.707148,29,10,0,0,0,1,3,0,98.96325937,0,2416,48.3444,13.8245,63152,25025061000,453,739.5074303,739.5074303,335.88525,286.5074303,-117.1147461
25025070700,120,162697,107923.4435,7881.99592,16,79,1,1,0,20,2,17.81066144,82.18933856,0,2527,54.2936,19.2323,0,25025070700,309,963.1805029,963.1805029,237.20508,654.1805029,-71.79492188
25025180200,121,1067654,344983.1274,18826.82606,102,99,1,0,0,18,2,7.894254559,61.04645835,0,4326,77.9242,2.0573,114107,25025180200,1864,735.6797737,735.6797737,1506.5786,-1128.320226,-357.4213867
25025060101,122,295623,157931.0949,3711.93326,29,19,0,0,0,2,0,0,94.2983317,0,3673,92.5674,0.4084,184375,25025060101,380,-35.16419003,-35.16419003,307.00757,-415.16419,-72.99243164
25025000503,123,139947,62801.14994,2164.981599,22,9,0,1,0,0,0,17.593361,82.406639,0,2418,67.0389,3.3912,111580,25025000503,129,716.6176352,716.6176352,476.83264,587.6176352,347.8326416
25025080300,124,268833,112150.8323,6183.983329,36,33,0,0,0,8,2,17.20824787,81.61502753,0,2236,6.5295,46.7352,62031,25025080300,575,680.013784,680.013784,567.28265,105.013784,-7.717346191
25025080401,125,440308,176225.0299,13172.16262,65,71,1,0,0,11,5,13.33772219,85.70111916,0,3391,10.3804,35.8006,18719,25025080401,618,1322.041093,1322.041093,671.46405,704.0410928,53.46405029
25025080500,126,244076,81362.59022,3536.452813,24,20,0,0,0,3,0,3.956278959,93.01413805,0,3288,9.3674,37.5304,45238,25025080500,919,901.0187007,901.0187007,734.60333,-17.98129926,-184.3966675
25025080801,127,364890,149588.4982,6389.109248,45,29,0,1,0,4,1,7.187673735,92.81232626,0,4282,28.9117,21.9524,28750,25025080801,577,1318.107775,1318.107775,432.01123,741.1077749,-144.9887695
25025080900,128,256492,123679.7055,4374.095831,31,59,0,0,0,19,3,24.00497512,75.99502488,0,4376,50.1371,7.2898,78452,25025080900,577,981.4851585,981.4851585,569.57117,404.4851585,-7.428833008
25025081200,129,269261,115106.8317,4625.782966,37,40,1,0,0,6,3,18.45026404,81.54973596,0,3506,16.4575,26.0411,32098,25025081200,817,1327.572805,1327.572805,617.71313,510.5728052,-199.2868652
25025081400,130,620480,173158.8333,10648.79867,69,42,0,0,0,4,1,32.86327979,67.13672021,0,3774,31.0546,35.0821,100682,25025081400,728,1030.478638,1030.478638,742.8359,302.4786382,14.83587646
25025081500,131,336293,112701.2484,4932.194924,37,13,0,0,0,1,1,48.50836351,51.49163649,0,2449,16.5782,45.2021,55577,25025081500,592,1036.994543,1036.994543,411.8612,444.9945427,-180.1387939
25025081700,132,633875,205990.8675,10685.70507,87,43,0,1,0,2,2,29.13674002,69.69669244,0,4141,6.1338,56.4356,42286,25025081700,1653,1374.947521,1374.947521,1762.5032,-278.0524789,109.5031738
25025081800,133,373922,163327.3504,4739.801956,39,38,1,0,0,2,0,20.6283941,79.3716059,0,3567,7.1769,53.9108,43750,25025081800,932,983.1158445,983.1158445,717.88684,51.11584447,-214.1131592
25025081900,134,433381,168786.846,9350.28761,53,20,0,0,0,1,0,27.40046838,72.59953162,0,3671,3.4595,54.018,81136,25025081900,899,871.6827504,871.6827504,974.88916,-27.3172496,75.88916016
25025082000,135,392156,155994.306,3799.518386,35,28,0,0,0,2,1,29.31352989,70.68647011,0,3195,4.0376,58.9045,80380,25025082000,1045,663.7649384,663.7649384,1006.5209,-381.2350616,-38.47912598
25025090100,136,446964,204620.0731,7085.829035,67,55,2,0,0,11,0,6.739313745,92.90393721,0,5171,2.572,56.6622,33139,25025090100,1732,1172.168407,1172.168407,1728.2313,-559.8315928,-3.768676758
25025090200,137,273671,114486.497,6794.413871,35,44,0,0,0,6,5,8.29800763,91.68079695,0,2412,4.3532,38.6816,34773,25025090200,578,927.4080839,927.4080839,674.45337,349.4080839,96.45336914
