GEOID,label,ALAND,bldg_area,street_len,nodes_num,poi_num,manufct_poi_num,transport_poi_num,trucking_poi_num,restaurant_poi_num,grocery_poi_num,tree_cover,builtup_cover,barren_cover,ttl_pop,pop_pct_white,pop_pct_black,mhh_income,geoid_o,visitor_flows
36061004300,160,149239,131117.5613,1710.595382,20,544,6,2,1,87,6,5.078669588,94.92133041,0,4158,61.47186147,1.611351611,62557,36061004300,677
36061008602,161,106507,40317.79628,7566.493086,8,5,0,0,0,0,0,1.991724525,22.86275335,0,0,0,0,0,36061008602,118
36061004500,162,104948,100181.0075,2398.957482,11,373,6,1,1,63,4,0,100,0,1093,62.94602013,1.555352242,211696,36061004500,216
36061004700,163,165420,156161.3327,3965.695173,22,440,9,2,1,81,6,0,100,0,2644,75.15128593,1.512859304,163672,36061004700,227
36061004900,164,207318,209547.8681,1965.941322,23,594,10,0,0,71,3,0,100,0,4777,75.75884446,1.73749215,137500,36061004900,218
36061005400,165,167959,174824.0693,715.1735748,6,676,3,1,1,79,7,0,100,0,4909,74.8828682,1.487064575,250000,36061005400,291
36061005501,166,124447,74541.22628,1050.774291,10,103,0,1,0,20,2,12.65520535,87.34479465,0,4564,65.51270815,4.184925504,207664,36061005501,535
36061005600,167,174425,131691.0774,2859.045506,16,527,9,2,0,82,5,21.13059765,78.86940235,0,4281,59.35529082,10.48820369,250000,36061005600,276
36061005700,168,108047,97164.35945,1554.754384,9,184,1,1,0,23,2,0,100,0,2998,79.65310207,1.300867245,250000,36061005700,440
36061005800,169,174669,173879.9809,2830.66765,14,1323,10,2,9,142,19,0.578329648,99.42167035,0,5109,69.34820904,2.857702094,250000,36061005800,530
36061006000,170,118944,33894.39842,5510.063379,6,23,0,2,1,4,1,7.32535919,23.7950315,0,5290,69.60302457,2.778827977,232391,36061006000,368
36061006100,171,142178,132355.924,1025.147903,11,495,5,0,0,80,7,2.612876254,97.38712375,0,5494,64.47033127,5.751729159,250000,36061006100,891
36061006200,172,293517,211896.694,11201.59806,22,130,0,5,0,10,1,0.025694391,27.06133251,0,3686,44.65545307,11.23168747,109688,36061006200,604
36061006400,173,179194,142019.9377,4599.582017,11,293,1,0,0,62,9,0,100,0,8744,66.50274474,3.259377859,248875,36061006400,866
36061006500,174,201127,130867.6604,1079.661482,24,443,13,1,0,211,4,23.88765706,76.11234294,0,6721,70.48058325,2.931111442,250000,36061006500,1545
36061006700,175,168483,123074.8241,2759.767499,27,355,9,0,0,160,6,0.246392115,99.75360788,0,5547,79.26807283,1.496304309,146818,36061006700,435
36061006800,176,174441,161688.3595,3752.128009,16,541,4,4,0,157,3,0.187265918,99.81273408,0,7706,64.66389826,5.917466909,225321,36061006800,722
36061006900,177,220486,169272.9223,3406.780017,15,64,0,0,0,8,2,0,37.0019422,0,2799,74.06216506,3.179707038,250000,36061006900,248
36061007100,178,164997,121214.2394,3040.301555,26,367,6,2,0,107,1,0,100,0,5851,76.92702102,3.33276363,250000,36061007100,469
36061007300,179,165299,139261.8672,1394.379041,32,356,5,1,0,92,9,0,100,0,6180,80.29126214,1.585760518,250000,36061007300,410
36061007500,180,165732,109250.7808,2008.720546,19,125,1,0,0,45,2,0,32.16207455,0,4000,80.775,2.2,132127,36061007500,225
36061007600,181,174274,170113.8262,4499.840785,10,1529,18,5,1,171,19,0,100,0,2921,38.51420746,9.20917494,161058,36061007600,596
36061007800,182,177474,107300.1863,6403.820121,25,309,2,2,0,57,4,4.435146444,95.56485356,0,9109,59.51256999,2.898232517,176771,36061007800,1103
36061007900,183,274202,169967.8273,4343.268165,30,242,1,2,0,74,5,0,32.16978703,0,4442,79.8289059,2.026114363,250000,36061007900,355
36061008100,184,174305,160794.9836,1514.832079,11,350,2,3,1,88,5,0,100,0,7853,70.25340634,2.916083026,184618,36061008100,511
36061008400,185,173067,153400.6495,3419.130846,7,836,11,1,1,129,8,13.11137807,86.88862193,0,1985,37.07808564,14.20654912,250000,36061008400,566
36061008700,186,165443,159266.9574,1759.119258,10,355,4,3,1,69,6,0,100,0,6510,70.12288786,1.874039939,190679,36061008700,347
36061008800,187,179257,142539.8042,3828.244147,16,390,4,0,0,63,4,8.152444076,91.7978459,0,8852,59.92995933,2.9597831,180590,36061008800,1054
36061009000,188,174696,150027.2562,3022.789778,6,357,4,0,3,90,6,4.334523202,95.6654768,0,8830,59.18459796,3.261608154,242931,36061009000,1131
36061009200,189,197023,485174.9082,5140.29494,16,804,15,7,1,192,19,0,100,0,1866,56.16291533,5.037513398,250000,36061009200,331
36061009300,190,179099,110529.9924,2267.007751,9,164,1,1,1,46,5,22.3751866,77.6248134,0,9325,61.08310992,7.399463807,102241,36061009300,721
36061009400,191,152754,419543.7817,6165.731583,17,873,6,5,0,91,7,0,100,0,109,50.4587156,9.174311927,0,36061009400,496
36061009600,192,175330,185952.2101,3418.52461,5,1737,4,6,2,145,12,0,100,0,608,20.06578947,39.80263158,0,36061009600,197
36061009800,193,177056,153983.3456,3682.351375,7,477,6,2,1,151,6,0,100,0,8078,67.00916068,2.079722704,0,36061009800,1196
36061010000,194,172894,432542.4301,5458.182972,20,663,7,2,1,153,6,3.626675834,96.37332417,0,2170,59.49308756,5.161290323,250000,36061010000,692
36061010200,195,172891,435050.1602,3879.352968,15,818,6,2,1,81,5,0.73845097,99.26154903,0,283,72.08480565,1.060070671,0,36061010200,154
36061010300,196,174468,346480.1302,6244.785306,13,201,4,3,0,49,6,0,100,0,4095,35.11599512,5.25030525,148482,36061010300,506
36061010400,197,173230,175304.2022,3314.253515,7,609,5,4,0,115,6,0,100,0,983,65.41200407,2.848423194,170417,36061010400,443
36061011401,198,98508,91528.73574,1469.758873,6,511,3,1,0,25,3,8.114630468,91.88536953,0,1361,79.05951506,2.645113887,250000,36061011401,407
36061011402,199,98800,83732.29991,2965.430122,11,483,2,0,2,49,4,0,100,0,2620,78.24427481,1.603053435,250000,36061011402,588
36061011500,200,175590,139763.2158,12067.17489,18,357,7,2,0,89,12,0,100,0,3863,35.87885063,7.067046337,150556,36061011500,1346
36061011700,201,196623,247675.5718,13272.20706,21,70,0,2,0,13,1,0,54.47316103,0,5256,40.88660578,8.02891933,188201,36061011700,641
36061011900,202,177591,185669.4792,5885.756552,11,384,6,1,1,96,8,0,100,0,1666,23.34933974,42.4969988,0,36061011900,926
36061012000,203,173025,144983.5078,3914.614727,24,282,1,1,1,27,2,0,100,0,3905,84.19974392,1.38284251,231991,36061012000,477
36061012400,204,171573,159351.6129,8784.656644,12,567,2,1,0,32,2,1.38387485,69.18170878,0,10845,71.45228216,1.908713693,232755,36061012400,996
36061012700,205,174025,148462.121,3795.497744,10,327,1,2,0,118,8,0,100,0,7282,54.00988739,4.051084867,117115,36061012700,1017
36061012800,206,178794,145111.2313,3699.190813,16,401,2,0,0,31,5,0,100,0,6545,85.91291062,0.64171123,236838,36061012800,501
36061013000,207,178225,149647.2104,3024.441821,16,276,1,1,0,12,3,11.7,88.3,0,3911,86.62746101,1.150600869,250000,36061013000,332
36061013300,208,174355,152588.0207,5061.480226,13,291,3,1,2,119,4,0,100,0,6782,51.76938956,3.568268947,245488,36061013300,1244
36061013400,209,181768,151762.625,1181.083362,7,345,3,0,2,66,7,0,100,0,11882,77.0493183,1.548560848,250000,36061013400,1282
36061013700,210,226356,208803.0566,8193.683828,22,1031,13,3,1,132,8,3.11105277,96.88894723,0,7308,63.5741653,4.898741106,250000,36061013700,1078
36061014000,211,179112,143462.1133,3910.794448,19,416,1,2,0,63,6,0,100,0,8050,82,0.906832298,250000,36061014000,712
36061014300,212,2992159,126476.3055,18919.73945,36,89,0,0,0,14,1,75.04501951,6.672057892,0,129,24.80620155,37.98449612,0,36061014300,943
36061014401,213,74321,55397.77235,763.6655228,4,67,1,1,0,6,2,0.040016006,99.95998399,0,5040,79.24603175,1.507936508,250000,36061014401,753
36061014500,214,177137,142280.5945,6719.448759,18,336,2,2,0,31,5,9.357705853,90.64229415,0,7532,61.44450345,3.398831652,207321,36061014500,645
