LST,id_x,longitude,latitude,lon_id,lat_id,tree,shrubland,grassland,builtup,barren,water,slope,id_y,aspect,elevation,id,poi_num,bldg_area,nodes_num,aspect_class,Southwest,Northeast,East,Northwest,South,West,North,Southeast
16.91510342,102,-122.4586,37.8549,16,3,0,0,0,0,0,67.83352962,0.01703523,102,87.94106293,0,618,0,0,0,East,1,0,0,0,0,0,0,0
16.69635014,103,-122.4538,37.8549,17,3,0,0,0,0,0,67.83352962,0.02440608,103,36.36966324,-0.29944652,659,0,0,0,Northeast,0,0,1,0,0,0,0,0
16.42632656,104,-122.4489,37.8549,18,3,0,0,0,0,0,67.83352962,0.0251946,104,344.615387,-0.28601018,700,0,0,0,North,0,1,0,0,0,0,0,0
16.1768111,105,-122.4441,37.8549,19,3,0.07235359,0,1.61824267,0.07606224,0.19555398,65.87131714,0.16763994,105,179.6620483,-0.23846939,741,0,0,0,South,0,0,0,0,1,0,0,0
15.70170632,106,-122.4392,37.8549,20,3,3.95251935,0,20.92773097,1.05745407,3.50043627,38.39538897,3.8788228,106,189.213913,-0.24773026,782,0,0,0,South,0,0,0,0,1,0,0,0
15.79399286,107,-122.4344,37.8549,21,3,17.27175422,0.02535407,29.67008928,0.35495703,1.32040719,19.19096783,6.96328974,107,178.0515442,22.24827194,823,0,0,0,South,0,0,0,0,1,0,0,0
14.83694726,108,-122.4295,37.8549,22,3,17.97218297,0,7.50585617,0,0.7859763,41.56951417,5.48307467,108,183.4987335,-0.13128342,864,1,0,0,South,0,0,0,0,1,0,0,0
15.32572412,109,-122.4247,37.8549,23,3,7.87262745,0.1774785,25.67763104,4.22853144,0.48172744,29.39553375,7.25009537,109,190.0852814,6.297225,905,0,835.0038266,0,South,0,0,0,0,1,0,0,0
17.1680369,110,-122.4198,37.8549,24,3,14.69415486,0,11.4691594,3.41541829,1.65763655,36.59716052,1.616763,110,126.9997864,6.94197845,946,0,0,0,Southeast,0,0,0,0,0,1,0,0
18.25154924,111,-122.415,37.8549,25,3,0,0,0,0,0,67.83352962,0.01078903,111,3.80145288,-0.28525063,987,0,0,0,North,0,1,0,0,0,0,0,0
17.53376504,112,-122.4101,37.8549,26,3,0,0,0,0,0,67.83352962,0.01874119,112,327.3648377,-0.27524433,1028,0,0,0,Northwest,0,0,0,1,0,0,0,0
17.48933078,113,-122.4052,37.8549,27,3,0,0,0,0,0,67.83352962,0.02130635,113,269.9032593,-0.00087995,1069,0,0,0,West,0,0,0,0,0,0,0,1
17.526929,114,-122.4004,37.8549,28,3,0,0,0,0,0,67.83352962,0,114,0,0,1110,0,0,0,North,0,1,0,0,0,0,0,0
17.55085514,115,-122.3955,37.8549,29,3,0,0,0,0,0,67.83352962,0,115,0,0,1151,0,0,0,North,0,1,0,0,0,0,0,0
17.54060108,116,-122.3907,37.8549,30,3,0,0,0,0,0,67.83352962,0,116,0,0,1192,0,0,0,North,0,1,0,0,0,0,0,0
17.68757594,117,-122.3858,37.8549,31,3,0,0,0,0,0,67.83352962,0,117,0,0,1233,0,0,0,North,0,1,0,0,0,0,0,0
17.65681376,118,-122.381,37.8549,32,3,0,0,0,0,0,67.83352962,0,118,0,0,1274,0,0,0,North,0,1,0,0,0,0,0,0
17.67390386,119,-122.3761,37.8549,33,3,0,0,0,0,0,67.83352961,0,119,0,0,1315,0,0,0,North,0,1,0,0,0,0,0,0
17.75593634,120,-122.3713,37.8549,34,3,0,0,0,0,0,67.83352962,0,120,0,0,1356,0,0,0,North,0,1,0,0,0,0,0,0
18.20027894,121,-122.3664,37.8549,35,3,0,0,0,0,0,67.83352962,0,121,0,0,1397,0,0,0,North,0,1,0,0,0,0,0,0
18.44295836,122,-122.3616,37.8549,36,3,0,0,0,0,0,67.83352962,0,122,0,0,1438,0,0,0,North,0,1,0,0,0,0,0,0
18.40536014,123,-122.3567,37.8549,37,3,0,0,0,0,0,67.83352962,0,123,0,0,1479,0,0,0,North,0,1,0,0,0,0,0,0
18.25838528,124,-122.3519,37.8549,38,3,0,0,0,0,0,67.83352962,0.00809593,124,357.2305908,0,1520,0,0,0,North,0,1,0,0,0,0,0,0
18.27205736,125,-122.347,37.8549,39,3,0,0,0,0,0,67.83352962,0.01101637,125,270.4465637,0.09236346,1561,0,0,0,West,0,0,0,0,0,0,0,1
18.34041776,126,-122.3422,37.8549,40,3,0,0,0,0,0,67.83352962,0.00151708,126,90,0.10358416,1602,0,0,0,East,1,0,0,0,0,0,0,0
18.59335124,127,-122.3373,37.8549,41,3,0,0,0,0,0,67.83352962,0.01290202,127,137.8725586,0,1643,0,0,0,Southeast,0,0,0,0,0,1,0,0
18.90439106,128,-122.3325,37.8549,42,3,0,0,0,0,0,67.83352962,0.00847381,128,180,0,1684,0,0,0,South,0,0,0,0,1,0,0,0
24.7902215,130,-122.5314,37.8511,1,4,17.95829279,0.15212431,49.72657777,0,0,0,12.3890028,130,242.0973511,132.1686096,4,0,0,0,Southwest,0,0,0,0,0,0,1,0
24.6876809,131,-122.5265,37.8511,2,4,18.98039417,1.01960677,47.83699392,0,0,0,9.74742508,131,206.8158417,220.2675324,45,0,0,0,Southwest,0,0,0,0,0,0,1,0
16.61773568,132,-122.5217,37.8511,3,4,33.78332972,2.1929939,31.86067124,0,0,0,11.50821304,132,149.3321686,186.9174805,86,0,0,0,Southeast,0,0,0,0,0,1,0,0
14.06789276,133,-122.5168,37.8511,4,4,57.37410618,0.07463442,10.38825426,0,0,0,11.553689,133,135.9335327,164.1670837,127,0,0,0,Southeast,0,0,0,0,0,1,0,0
14.33449832,134,-122.512,37.8511,5,4,40.69349055,3.13340589,24.01009843,0,0,0,11.58789349,134,183.5953217,102.1495438,168,0,0,0,South,0,0,0,0,1,0,0,0
14.30715416,135,-122.5071,37.8511,6,4,40.80825414,2.26776805,24.73561863,0,0.02535405,0,14.4815588,135,255.6916046,172.7144928,209,0,0,0,West,0,0,0,0,0,0,0,1
15.44877284,136,-122.5023,37.8511,7,4,29.32553776,0.87358964,37.61251341,0,0.02535405,0,14.3138113,136,265.5853882,249.8439789,250,1,582.217508,7,West,0,0,0,0,0,0,0,1
22.41127958,137,-122.4974,37.8511,8,4,37.07901572,4.75690789,25.29115793,0.45637286,0.25354048,0,6.18475628,137,96.18491364,291.2400208,291,2,12442.44616,12,East,1,0,0,0,0,0,0,0
21.7823639,138,-122.4926,37.8511,9,4,54.43647037,3.38238071,1.80497541,7.80750359,0.40566479,0,9.35606003,138,77.10703278,249.0226593,332,36,39308.18435,16,East,1,0,0,0,0,0,0,0
28.11937298,139,-122.4877,37.8511,10,4,55.58490652,0,0.17747835,12.07461,0,0,12.7291708,139,67.9730835,157.0705566,373,59,71951.98033,11,East,1,0,0,0,0,0,0,0
30.55983926,140,-122.4829,37.8511,11,4,49.07721407,0,0,18.7597808,0,0,10.17478275,140,109.0115738,52.64250183,414,0,19665.30922,0,East,1,0,0,0,0,0,0,0
22.2608867,141,-122.478,37.8511,12,4,6.68435779,0,0.55778928,9.97615141,0.60849712,50.01019928,5.82707405,141,94.39456177,10.43499756,455,0,0,0,East,1,0,0,0,0,0,0,0
17.92683734,142,-122.4732,37.8511,13,4,0,0,0,0,0,67.83699487,0,142,0,-0.30000001,496,0,0,0,North,0,1,0,0,0,0,0,0
17.25690542,143,-122.4683,37.8511,14,4,0,0,0,0,0,67.83699487,0.03250463,143,252.384613,-0.27859828,537,0,0,0,West,0,0,0,0,0,0,0,1
17.0825864,144,-122.4635,37.8511,15,4,0,0,0,0,0,67.83699487,0.0320712,144,253.0584717,-0.01866764,578,0,0,0,West,0,0,0,0,0,0,0,1
16.95611966,145,-122.4586,37.8511,16,4,0,0,0,0,0,67.83699487,0.00358779,145,90,0,619,0,0,0,East,1,0,0,0,0,0,0,0
16.58355548,146,-122.4538,37.8511,17,4,0,0,0,0,0,67.83699487,0.02607079,146,357.106781,-0.07399128,660,0,0,0,North,0,1,0,0,0,0,0,0
16.33404002,147,-122.4489,37.8511,18,4,0,0,0,0,0,67.83699487,0.02612288,147,342.1775818,-0.02063074,701,0,0,0,North,0,1,0,0,0,0,0,0
16.00249208,148,-122.4441,37.8511,19,4,0,0,0,0,0,67.83699487,0.03818403,148,57.30814743,-0.04302658,742,1,0,0,Northeast,0,0,1,0,0,0,0,0
15.24710966,149,-122.4392,37.8511,20,4,0,0,0,0,0,67.83699487,0.02836825,149,85.96837616,-0.29320419,783,0,0,0,East,1,0,0,0,0,0,0,0
15.43851878,150,-122.4344,37.8511,21,4,0,0,0,0,0,67.83699487,1.95887065,150,180,-0.30000001,824,1,0,0,South,0,0,0,0,1,0,0,0
14.9463239,151,-122.4295,37.8511,22,4,0,0,0,0,0,67.83699487,0.00446043,151,180.0081787,-0.30000001,865,0,0,0,South,0,0,0,0,1,0,0,0
14.88138152,152,-122.4247,37.8511,23,4,0,0,0,0,0,67.83699487,0.55760974,152,180.0314941,-0.29999423,906,0,0,0,South,0,0,0,0,1,0,0,0
16.16313902,153,-122.4198,37.8511,24,4,0,0,0.55166596,0,0.95383185,66.33149707,0.60467035,153,180.7524109,-0.27157295,947,0,0,0,South,0,0,0,0,1,0,0,0
18.04646804,154,-122.415,37.8511,25,4,0,0,0,0,0,67.83699487,0.02873334,154,329.6800537,-0.16084734,988,0,0,0,Northwest,0,0,0,1,0,0,0,0
16.96979174,155,-122.4101,37.8511,26,4,0,0,0,0,0,67.83699487,0.02780845,155,329.3887329,-0.09338537,1029,0,0,0,Northwest,0,0,0,1,0,0,0,0
17.29108562,156,-122.4052,37.8511,27,4,0,0,0,0,0,67.83699487,0.00355305,156,271.2339478,-0.00041379,1070,0,0,0,West,0,0,0,0,0,0,0,1
17.41755236,157,-122.4004,37.8511,28,4,0,0,0,0,0,67.83699487,0,157,0,0,1111,0,0,0,North,0,1,0,0,0,0,0,0
17.4585686,158,-122.3955,37.8511,29,4,0,0,0,0,0,67.83699487,0,158,0,0,1152,0,0,0,North,0,1,0,0,0,0,0,0
