GEOID,label,ALAND,bldg_area,street_len,nodes_num,poi_num,manufct_poi_num,transport_poi_num,trucking_poi_num,restaurant_poi_num,grocery_poi_num,tree_cover,builtup_cover,barren_cover,ttl_pop,pop_pct_white,pop_pct_black,mmh_income,geoid_o,visitor_flows
4013814700,443,2538567,508928.4562,17744.8773,141,14,0,0,0,0,1,10.87229731,72.48711175,5.266870142,4576,71.4379371,2.6005245,103783,4013814700,4907
4013422620,444,2558187,592505.4643,9060.816461,112,310,2,0,0,32,3,24.06827555,71.55185581,1.946184003,3261,71.7264643,2.7598896,114271,4013422620,3001
4013422621,445,2550342,408117.7675,15098.40136,132,31,0,0,1,0,0,10.95178186,77.10537126,3.271028037,4933,68.132982,2.533955,115273,4013422621,4173
4013108502,446,1293573,468697.3072,16746.84804,67,402,1,2,1,35,4,1.285606251,97.4287875,0.642803126,3612,63.427464,4.7619048,88992,4013108502,1708
4013109001,447,650530,152377.2567,13849.37029,34,14,0,1,0,5,0,1.277299139,90.56802244,7.338208776,4379,12.8339804,18.6343914,31318,4013109001,1680
4013109002,448,942940,304458.4581,12423.2441,50,124,0,1,0,17,1,4.408256405,94.71009231,0.881651281,4165,19.8319328,14.8859544,31343,4013109002,1964
4013109003,449,957429,310351.8045,7140.673898,31,45,0,1,0,4,3,1.718502544,89.81366041,8.161202278,5677,15.1312313,11.1502554,70218,4013109003,2494
4013109102,450,1281313,372331.0559,10671.23704,81,35,0,0,1,2,1,1.988262673,95.59091369,1.454517859,5645,10.9123118,7.8653676,60230,4013109102,2778
4013110501,451,1414636,517917.4616,11725.82624,63,193,2,0,0,16,1,6.728061671,90.39145086,2.880487466,4685,52.230523,11.2273212,59402,4013110501,1944
4013110502,452,1310115,518017.6665,19709.99073,85,152,1,1,0,16,4,2.694238704,94.77556296,2.052990008,3203,53.1376834,7.3993131,69932,4013110502,1589
4013110802,453,1306661,366757.1622,12934.93731,68,35,0,0,0,2,0,21.63119682,78.36880318,0,2257,55.2946389,3.3229951,73409,4013110802,988
4013110901,454,1328206,447677.8579,11747.38922,75,118,1,0,0,31,1,19.39771446,78.72627397,1.250674384,3281,58.3968302,6.9795794,62750,4013110901,1561
4013116731,455,3298989,431335.8766,39560.14907,119,2,0,0,0,0,0,2.050712494,47.42520551,30.23511796,3629,66.9054836,4.3538165,127500,4013116731,3946
4013117000,456,1924567,597800.5571,20109.8383,113,119,1,0,1,15,5,1.290300788,96.12571988,1.722652885,6234,25.1363491,15.1427655,46607,4013117000,2311
4013619700,457,1408301,293188.4396,7547.294192,87,51,1,0,0,0,1,1.177285319,95.47091413,1.417359187,3404,68.5370153,2.7320799,74605,4013619700,2006
4013619800,458,1416462,515737.613,9353.828409,104,19,1,0,0,0,0,2.191372189,93.36392841,4.444699404,4774,60.6200251,2.2622539,90975,4013619800,2835
4013619900,459,3438345,571061.476,17899.5118,191,12,1,0,0,0,0,5.345226359,76.61807083,16.9778949,6066,67.7052423,1.104517,142010,4013619900,4994
4013810000,460,2780954,737870.1391,23830.91497,52,124,3,0,0,21,2,2.790249406,81.3238993,12.55494699,3251,52.3223624,7.8129806,147590,4013810000,2106
4013810100,461,5156576,1293699.209,26117.71072,223,245,2,0,1,25,1,16.79315867,77.293472,1.574872928,6352,71.7096977,1.7789673,140430,4013810100,3701
4013810300,462,2564186,688400.3681,27564.25399,150,106,2,0,0,22,4,3.651961097,90.82994481,2.674280761,5954,58.481693,4.4843802,95368,4013810300,4935
4013422623,463,5097435,908771.3395,33166.74019,150,63,0,0,0,1,1,7.514125018,42.33021153,13.14491435,8259,68.3981112,3.7534811,97625,4013422623,8034
4013422632,464,2589082,327583.7661,24523.3986,105,26,0,0,0,5,2,0.964958753,84.35757713,9.022679683,4098,71.9619327,1.9277696,74340,4013422632,2536
4013422636,465,2714187,719124.293,34419.97398,80,113,0,0,0,13,3,7.046201431,76.23840132,12.27890006,3267,61.7998164,5.1423324,67014,4013422636,3207
4013422637,466,1393961,270643.4271,9903.837969,74,13,0,0,0,0,0,2.262592123,90.96840821,4.973477913,3597,69.3911593,2.9747011,92051,4013422637,3517
4013050611,467,59042218,542742.4663,217809.447,205,16,1,0,0,0,1,2.650947838,7.994615556,13.13794345,7114,37.3629463,7.0565083,74951,4013050611,6576
4013105502,468,639839,125303.2625,8646.276612,14,39,0,0,0,11,1,7.50640041,79.12442396,5.222734255,1915,29.4516971,25.3785901,37321,4013105502,1814
4013030401,469,26536657,497014.7499,75828.89092,441,177,3,0,0,30,2,2.788085203,36.31684812,5.064682744,4882,91.0897173,0.8807866,156111,4013030401,2304
4013040529,470,4093501,945919.0877,30802.77621,204,41,0,0,0,0,1,1.84550278,74.31410139,9.721504086,3603,95.5037469,0.9991674,77447,4013040529,448
4013061017,471,3369691,177160.0796,20621.46435,7,1,0,0,0,0,0,0,15.31489658,59.2890619,3288,54.9878346,7.9683698,0,4013061017,42
4013061034,472,2592287,558182.6084,20600.36165,185,27,0,1,0,0,0,5.19073003,82.25271886,8.700364195,7464,58.869239,6.8060021,86389,4013061034,9469
4013105501,473,1288060,418307.5055,21825.15029,54,54,1,0,0,1,1,1.609891496,93.10118597,4.726217511,2587,29.7255508,12.3308852,39327,4013105501,1985
4013217203,474,1287060,361983.9564,10878.05665,90,37,0,0,0,4,1,1.464627627,88.02685565,3.802063907,3376,82.1386256,2.3104265,87500,4013217203,1713
4013420402,475,9179156,452203.3278,60484.00986,100,15,1,0,0,1,0,18.20335338,40.90991566,26.0656564,4862,77.6429453,1.4397367,132763,4013420402,4047
4013106702,476,649371,223069.08,5298.438487,32,19,0,0,0,0,2,30.27352572,68.85821832,0.346298619,1277,57.7916993,6.1863743,93333,4013106702,787
4013040531,477,2672403,619517.8847,19635.99298,141,143,0,0,0,12,1,7.886195789,83.37885338,7.328932383,3757,78.9725845,4.7112057,58299,4013040531,2422
4013810400,478,5430891,1700595.137,34516.13376,153,218,2,0,0,34,3,3.812687294,88.04503496,7.221600415,5413,54.9418068,7.4635138,125679,4013810400,3049
4013810500,479,2906238,918793.3961,21850.7004,127,112,1,0,0,30,3,8.473668352,87.61703885,2.308971397,5118,55.5881204,4.4548652,103750,4013810500,3587
4013810600,480,3561799,1133670.547,28341.34665,159,158,1,0,0,15,5,4.780551326,86.08110339,4.199145316,6794,58.1836915,4.180159,118225,4013810600,5551
4013810800,481,2713516,844144.6165,22901.61871,117,129,1,0,0,14,2,15.96090421,78.14463516,3.054960398,4365,52.6689576,4.0778923,122875,4013810800,3432
4013810900,482,2719023,853088.7135,29397.42135,215,70,0,0,0,2,0,8.696697851,82.74850285,5.84549893,5752,61.3873435,4.4853964,121217,4013810900,4312
4013811000,483,2452677,631633.8898,19440.15239,99,54,0,1,0,2,1,4.411647282,90.59380905,2.778738921,2793,66.3086287,2.792696,120515,4013811000,2432
4013811100,484,2518632,642275.3238,43884.36088,123,397,2,0,1,79,2,5.141922246,87.16077596,4.966629444,3673,51.6471549,8.0588075,83850,4013811100,2728
4013811500,485,1323125,325153.2328,5564.220235,65,19,0,0,0,0,0,9.306852626,80.47458295,4.036172782,2892,56.6735823,5.5670816,121628,4013811500,2824
4013811600,486,2598752,705957.4478,18958.06732,149,43,0,0,0,2,0,9.150005669,75.9880066,9.160084155,4450,58.7640449,3.7977528,108838,4013811600,3616
4013811700,487,2608824,699080.6094,12297.70362,120,91,0,0,0,10,2,2.085060417,83.79933177,8.990881004,4646,55.2948773,4.3908739,99345,4013811700,4150
4013422638,488,2677440,591384.6752,23372.62744,87,57,0,0,0,4,0,4.91927131,62.54188753,20.28270273,4260,57.7464789,5.7511737,50893,4013422638,3445
4013422640,489,2604237,239641.8501,23464.85885,224,72,1,0,0,21,2,1.362787257,80.19382421,17.32507553,5077,70.2777231,3.0923774,78168,4013422640,4545
4013814900,490,3774514,880706.6244,19571.68372,109,78,0,0,0,7,0,17.13384844,62.75770071,3.064689372,3143,69.678651,2.6726058,110050,4013814900,2825
4013815000,491,2456786,540105.9629,8553.883557,136,53,0,0,0,5,1,9.509569377,83.70547581,2.040138224,4236,73.4419264,1.6288952,128088,4013815000,5138
4013815100,492,2730549,759499.5872,14167.02552,133,147,2,0,0,16,2,6.03667306,78.70445829,10.22411314,5506,63.1129677,3.3236469,115302,4013815100,5059
4013815300,493,3872253,879127.3873,29144.67083,137,102,1,0,0,6,0,13.36389966,68.06917108,7.370536431,4031,71.371868,2.8528901,172895,4013815300,4715
4013071509,494,4795609,1124632.08,34894.17121,122,506,3,0,0,91,2,12.30435699,66.67799352,7.990186416,5603,66.8570409,3.6409067,105799,4013071509,5377
4013071506,495,4093950,1176287.737,23854.06914,168,80,0,0,0,9,2,4.215441846,82.57707072,0.895959476,4183,92.0870189,1.410471,59290,4013071506,1272
4013071511,496,2349964,583075.9119,18287.03841,142,209,1,0,2,17,1,2.843588825,76.84447141,10.67242188,3890,63.0848329,3.6503856,88309,4013071511,3809
4013082012,497,2918635,469420.5115,23931.48528,117,14,0,0,0,0,0,2.34184711,58.56517173,34.71877723,7092,23.2374507,9.0383531,67420,4013082012,5247
4013105601,498,1283745,350607.8689,8841.988823,75,78,0,2,0,7,2,0,97.4076145,2.592385503,4262,27.8507743,2.3697794,57250,4013105601,2715
4013105702,499,1290174,322670.6219,7469.067793,73,57,1,0,0,4,3,0,96.3716881,3.628311904,4290,32.6573427,4.8251748,62561,4013105702,3938
4013421102,500,2627759,538701.5616,13969.47388,105,66,0,0,0,5,0,10.83343653,80.850774,1.694117647,5988,50.7849031,6.4796259,58911,4013421102,5761
4013421801,501,1281901,391046.8207,5744.137794,60,21,0,0,0,0,0,0.650825655,90.88844083,1.952476966,2719,33.2842957,2.5376977,76482,4013421801,2247
4013421802,502,1278774,405857.9795,5243.018321,81,57,1,0,0,13,3,1.946961214,91.7260511,1.784078184,4942,27.8025091,3.2577904,43713,4013421802,4966
4013421902,503,1314226,371204.4319,11103.53484,63,76,1,1,1,8,3,6.969463565,92.39694884,0.633587597,6188,16.0795087,2.0361991,28013,4013421902,3671
4013105800,504,2604619,901674.5134,22988.54767,167,80,1,1,1,17,3,1.460760097,94.87292014,3.159755746,7245,31.7184265,5.1621808,68929,4013105800,3891
4013105400,505,2568620,664676.3693,13338.91424,168,100,1,1,0,10,3,39.11238095,55.46031746,0.323809524,3887,69.616671,4.47646,143750,4013105400,3246
4013105900,506,2602568,678141.8851,18798.79105,113,83,0,1,0,8,5,24.61235695,67.27628264,3.316745428,5991,37.0889668,9.1136705,61500,4013105900,4669
4013106100,507,2554739,775509.9513,14127.33394,142,16,0,0,0,0,0,35.32435396,64.02515243,0,5788,64.7546648,7.5673808,109167,4013106100,2564
4013106200,508,2594013,829889.4327,21611.75108,150,22,0,0,0,0,0,61.40492023,35.79051906,2.724107155,3498,80.0743282,0.8004574,250000,4013106200,2312
4013106300,509,2633115,830829.0339,19216.65453,156,171,3,0,0,21,3,24.16963553,70.01628286,5.81408161,5393,69.6458372,4.8396069,101698,4013106300,2624
4013110002,510,1169245,427329.521,9489.08026,87,70,1,1,0,14,2,0.17815388,99.14820176,0.67364436,4467,9.7380792,4.0071636,59600,4013110002,2850
4013110100,511,2573751,833097.8043,27936.57155,100,138,1,0,1,10,4,0,93.25530873,5.463815253,6730,6.3150074,4.2347697,45933,4013110100,2609
4013110400,512,2497051,837034.7417,18580.70645,125,216,2,1,1,33,8,4.995097721,92.13412641,0.788286816,5239,46.6692117,5.8408093,64509,4013110400,1941
4013110600,513,2599369,655650.4942,19752.36248,141,158,2,1,0,10,3,19.8358928,65.39947807,0.367610158,5003,48.7707376,5.41675,80071,4013110600,2223
4013110701,514,886374,257838.758,17049.75333,46,35,1,0,0,2,1,1.853063004,90.88002325,6.34038224,2447,36.1667348,5.9664896,44545,4013110701,1119
4013110702,515,1703281,535879.9507,19657.04155,105,212,4,0,0,23,2,8.261391574,88.33495321,1.945762583,4052,38.3514314,4.6396841,75313,4013110702,2413
4013216820,516,4977233,32085.79573,37345.4653,196,12,1,0,0,1,0,5.967331054,65.52350961,1.420945505,4356,86.2258953,1.1019284,102059,4013216820,3691
4013071513,517,2625937,467590.3108,14640.82618,71,24,0,0,0,0,1,26.34934757,62.07740214,8.126977065,1758,69.3970421,2.1615472,99022,4013071513,1635
4013421302,518,2497508,715405.7853,28274.18603,91,244,4,0,2,34,3,9.722858003,89.06865117,0.541466668,6346,29.6407186,6.9807753,37601,4013421302,4254
4013092309,519,2554946,937966.548,12413.52169,145,111,1,0,0,28,3,0.937555959,91.84594919,1.997902331,5566,50.7006827,5.0485088,87528,4013092309,4586
4013092500,520,2631635,713439.7317,24768.18328,135,129,0,0,1,15,2,8.37986747,88.13937905,2.531457077,5616,32.7635328,6.7485755,71958,4013092500,3416
4013092305,521,2506384,650389.5178,19787.4243,116,76,0,1,0,9,0,5.134035892,80.42673181,2.919812363,4286,49.6966869,3.6864209,53468,4013092305,3149
4013092307,522,2559360,814818.4066,14517.16934,149,111,1,0,1,16,2,5.111756022,81.58062216,4.868642127,6486,42.8152945,6.5679926,66406,4013092307,4654
4013092308,523,2554775,847343.0229,13044.56988,146,80,2,0,0,11,0,0.971416236,87.2890503,6.363093802,7108,47.9178391,5.1350591,56118,4013092308,5457
4013092600,524,2513152,489757.1468,34077.54762,98,60,0,0,0,12,1,6.540443037,66.03641365,15.91897118,3209,23.3406046,7.1673419,33603,4013092600,1590
4013216807,525,3522167,843938.3862,33785.10118,254,368,0,0,0,46,3,9.769471903,86.04625357,0.033289256,5140,84.4357977,0.7392996,144568,4013216807,3318
4013071903,526,2592613,770554.456,12722.05302,123,54,1,0,0,3,0,0.4598741,92.81164009,5.446869464,6435,59.1452992,2.983683,71689,4013071903,6452
4013071906,527,3230596,708795.5392,45722.47592,190,119,0,1,0,27,3,3.168374758,84.79361685,8.951339574,6331,41.0045806,5.2914232,72347,4013071906,6527
4013092705,528,2592987,286192.5804,29969.08796,115,71,2,1,0,1,0,3.38320342,73.30148353,5.900176011,4609,22.2607941,12.1935344,52540,4013092705,3317
4013092708,529,2605771,647545.7308,34198.80904,67,104,5,1,0,10,2,10.61288869,62.47809324,13.05142457,2000,48.7,10,59688,4013092708,1906
4013092711,530,2565815,187654.0803,14717.52536,93,26,0,1,0,0,0,15.69751188,49.6746893,17.18174194,3537,31.5804354,6.4461408,75238,4013092711,2859
4013092712,531,2549967,608964.0119,16030.94052,136,46,0,2,1,4,1,4.552495808,68.52684001,18.61709619,5499,23.6588471,8.6924895,73206,4013092712,3738
4013112502,532,1268294,329234.5431,9594.372654,113,5,0,0,0,0,0,0,94.50854426,3.523063086,5294,7.1779373,2.7767284,51397,4013112502,3556
4013112507,533,1246201,394596.0841,31488.49871,29,3,0,0,0,0,0,0.669231174,76.85355957,21.80534331,2554,7.165231,10.8457322,33282,4013112507,2065
4013112508,534,1945055,593031.3218,12261.22895,34,34,0,0,0,7,2,0.333713442,87.66266434,11.57599947,2862,9.2592593,2.2711391,48011,4013112508,2660
4013112601,535,721054,210231.6734,10913.97706,39,18,0,0,0,4,1,0,99.46989262,0.53010738,3084,9.4357977,8.9169909,29439,4013112601,1441
4013112602,536,1880501,428184.2922,16719.98065,62,64,1,0,0,8,6,0.883805563,91.36989862,4.294255264,7359,4.1309961,1.8073108,40601,4013112602,3274
4013112700,537,2632211,636422.921,25508.48952,113,110,4,2,1,9,5,2.846017436,90.31610015,4.190280137,6933,7.1541901,3.0722631,40080,4013112700,3464
4013106400,538,2493576,567486.0321,22244.57173,133,21,0,0,0,0,0,12.71440445,71.74268947,13.61232148,2996,69.3925234,3.0373832,93417,4013106400,1538
4013112900,539,2601457,658492.2971,36927.6402,141,140,1,1,0,23,7,8.946807844,86.82037466,3.91328864,4660,38.2618026,7.5751073,34722,4013112900,2244
4013113000,540,1274354,464773.2125,25354.47133,102,227,2,0,1,28,1,13.65514076,83.74388005,1.300489596,3531,61.4273577,5.6924384,130417,4013113000,1328
4013113202,541,674857,212409.0784,5813.146004,39,147,0,0,0,2,1,0,92.1437242,4.141781986,1706,24.912075,4.7479484,27417,4013113202,812
4013113601,542,1638754,429193.7015,14144.99208,36,55,1,0,0,9,2,1.61306206,55.44876215,34.46713804,3912,20.807771,10.0204499,43291,4013113601,2634
4013421202,543,1497175,391651.1179,12713.20799,82,34,0,0,0,1,1,5.783433453,91.32484982,2.34265659,3990,48.6716792,4.2857143,71016,4013421202,2969
4013319902,544,2539680,753173.3585,23191.77299,92,285,3,0,0,39,2,4.090800418,83.02147953,4.584062111,2762,56.7704562,6.4446054,94881,4013319902,1854
4013319903,545,2499943,914848.3224,24889.58608,115,140,0,0,1,13,2,7.459818096,82.78635345,0.312151889,5675,65.6563877,4.6519824,101788,4013319903,3602
4013319904,546,2586854,788939.2397,21855.20931,135,110,1,1,0,6,2,0.551973304,96.56898412,0.959680859,4928,67.0251623,3.023539,110438,4013319904,2916
4013319905,547,2614826,816259.4159,10211.91488,126,165,2,0,0,24,3,1.378715532,94.87762806,0.637484063,4827,65.8379946,3.3561218,93319,4013319905,2346
4013106600,548,2603116,828343.5469,24703.80955,134,130,0,0,0,17,4,51.88998271,46.60454397,0.438365773,3916,74.412666,3.7793667,199107,4013106600,1885
4013108200,549,1557172,446211.1246,7462.489437,78,96,1,1,0,10,1,17.45162695,80.65907629,1.889296751,3307,77.472029,2.2376777,109135,4013108200,1553
4013111000,550,2624350,789598.9478,24144.89006,132,189,5,0,0,38,4,25.16844434,72.55289525,0.316998583,4749,70.37271,2.6531901,143382,4013111000,2775
4013113602,551,971454,213411.0096,3357.883468,42,10,0,0,0,0,0,2.353955308,87.87215702,8.106226378,3988,9.7041123,19.5837513,43500,4013113602,2408
4013113900,552,2665412,602990.418,56426.49059,143,121,3,1,0,10,1,0.311431363,86.38006839,13.30117245,1527,16.1755075,18.4020956,22917,4013113900,422
4013114000,553,2617578,719635.1082,25482.05759,128,166,1,2,0,16,12,0.737657936,89.18060159,9.218232115,2306,40.1994796,14.3972246,41442,4013114000,1626
4013114100,554,1304998,614693.2892,16034.38732,83,231,2,2,1,56,6,1.070267567,92.7831958,5.508877217,3294,46.2355798,20.188221,165585,4013114100,799
4013114200,555,1283985,757235.5133,13178.41611,92,409,4,5,0,107,2,0,84.43610558,15.56389442,1075,16.5581395,7.0697674,29821,4013114200,490
4013114302,556,1305757,441728.6334,20109.137,89,58,0,1,0,5,0,0,88.40699332,11.59300668,2965,8.3305228,29.2411467,31534,4013114302,1364
4013319906,557,2517345,678379.545,15624.65517,123,60,3,0,0,2,1,2.052491207,90.09186605,5.22721709,3349,68.4681995,4.4192296,139231,4013319906,2174
4013319910,558,6672127,2089311.201,65920.44948,133,367,1,0,0,57,10,8.221146537,79.93830339,7.094619447,4587,62.677131,3.3791149,141316,4013319910,3786
4013320001,559,3049164,962141.4798,33373.80109,93,90,3,2,1,5,2,3.566727665,91.30416172,3.600971673,7287,37.9031151,14.436668,73281,4013320001,4364
4013319908,560,2561269,586065.9178,8988.275714,44,122,0,0,0,11,1,3.812449636,57.70422039,16.65491539,2258,55.2701506,5.7573074,57125,4013319908,1332
4013319909,561,2573746,691561.0042,28756.71932,113,48,1,0,0,7,2,4.416181542,85.2373713,4.673266836,2312,72.967128,2.5086505,126235,4013319909,1032
4013320007,562,2061641,602972.1504,20241.13303,121,112,3,0,0,9,3,1.207580571,93.40414434,3.373006464,6643,38.7174469,11.124492,60386,4013320007,3156
4013071909,563,1869189,453661.1395,15669.54194,92,97,0,0,0,10,3,4.700102783,80.12299009,9.875790464,4178,55.3374821,6.4384873,61875,4013071909,3361
4013071910,564,2594386,855293.774,19440.38688,145,90,0,0,0,19,3,3.744222267,91.5582295,2.944131833,7132,47.3780146,6.4778463,47361,4013071910,5625
4013103216,565,2598634,936099.4317,20715.327,166,72,0,0,0,1,2,4.288879709,89.81735331,2.063068815,4992,74.1786859,2.0032051,96639,4013103216,2795
4013103217,566,2589034,728920.7921,16374.09317,167,52,0,0,0,8,0,4.296737547,92.92967375,0.20987282,6244,68.4336964,1.6976297,100493,4013103217,4028
4013103302,567,2499626,652748.9384,24674.15301,187,80,0,0,0,5,1,0,96.00787987,2.328736742,6376,57.2772898,1.7565872,68125,4013103302,6480
4013103303,568,2550450,686796.4832,20554.03795,169,250,1,0,0,22,2,1.570513638,89.04723023,4.489551172,3646,71.0641799,2.1119035,62009,4013103303,2767
4013103304,569,954815,283564.0198,5514.84073,53,108,0,1,0,13,1,0.150047743,94.63238303,2.608784614,5174,20.5836877,4.6965597,46572,4013103304,2173
4013103305,570,810660,211370.7464,3770.380609,54,90,1,0,0,15,3,0,97.86697615,2.133023851,3536,21.2669683,1.1029412,39634,4013103305,1664
4013103306,571,767902,272391.6125,8671.21647,40,7,0,0,1,0,0,0,96.75324675,3.246753247,4537,28.3226802,8.2212916,38852,4013103306,1988
4013103400,572,2718519,829085.9558,31479.39368,180,63,0,0,0,10,2,3.243146174,86.00143661,6.540165209,4617,68.0311891,1.017977,95719,4013103400,3751
4013108400,573,2597616,830849.509,20527.78622,144,307,2,0,1,18,1,12.16436842,81.75093562,0,6054,63.9246779,5.1205814,108855,4013108400,2672
4013108601,574,817589,249446.0023,3528.999856,23,47,1,1,0,4,0,0.478131369,95.37936981,4.142498824,2443,33.8518215,7.3679902,55000,4013108601,1394
4013108602,575,1770567,621107.1902,16571.44344,72,236,0,1,1,33,0,4.463235293,88.58455883,3.670955882,6215,45.1327434,8.4312148,61200,4013108602,2354
4013108802,576,1027484,330553.7922,7709.327118,46,179,2,0,0,29,2,12.0011313,85.56030419,1.819495946,2073,61.119151,5.5475157,54318,4013108802,1029
4013108901,577,1036962,384314.5801,4050.181938,58,67,0,0,0,12,0,20.22051953,76.76758238,3.011898088,2524,49.3264659,7.725832,95298,4013108901,1076
4013111501,578,701867,203837.6904,4114.845706,28,5,0,0,0,0,0,2.409915079,89.97016296,7.619921965,2077,10.6403467,3.0813674,56115,4013111501,874
4013111502,579,1891517,587609.8127,14773.50446,109,176,2,0,0,28,5,16.57527674,79.81082285,2.827375852,6317,20.8959949,4.6857686,44416,4013111502,3360
4013111601,580,1207360,327836.6576,15054.45126,78,152,2,0,0,14,0,6.842882061,91.78854153,1.368576412,2956,26.082544,2.4018945,55047,4013111601,898
4013111602,581,1395695,385862.6803,16458.17671,82,89,1,0,0,2,0,2.979598514,97.02040149,0,4569,17.5093018,4.2022324,48563,4013111602,2020
4013111700,582,2603480,726698.4561,20195.44334,164,145,1,1,0,22,3,1.597564184,96.80487163,0,5203,52.7772439,3.4403229,84441,4013111700,3109
4013114401,583,1387781,327120.0893,20933.96632,62,29,1,1,1,3,3,0,93.21743619,6.782563812,1778,6.0742407,7.5365579,35515,4013114401,848
4013114402,584,1200491,385022.4712,16475.36644,77,54,1,0,0,13,3,0,92.91327877,7.086721233,2095,17.0883055,7.1599045,48900,4013114402,1285
4013114500,585,2541453,613653.4983,26152.85929,78,85,1,0,0,17,3,0.981033355,82.20674797,14.85015196,4071,6.4603292,2.4072709,45156,4013114500,2480
4013114600,586,2581411,833509.9491,37534.25747,57,96,3,0,2,14,2,0.564679131,85.62405255,13.81126831,1988,7.7967807,3.3702213,36000,4013114600,1604
4013114800,587,5404128,848653.7763,46065.9505,120,121,6,2,1,9,4,2.465405765,48.18901445,44.53441295,3459,6.5625903,10.002891,37337,4013114800,2103
4013114900,588,2826461,707525.5132,35028.19367,111,128,3,0,0,18,2,6.433605148,80.18246618,10.47046747,2771,8.6972212,13.2804042,24429,4013114900,1815
4013217300,589,2468769,687094.4314,21074.65392,116,452,4,1,1,54,2,24.75503983,67.84971416,1.016470219,4781,82.618699,1.7151224,199385,4013217300,2137
4013217400,590,2171871,502173.433,14188.37002,121,35,0,0,0,1,0,4.82953695,88.08255261,5.125864288,3301,78.9760679,1.9388064,124219,4013217400,1253
4013103502,591,4498225,1075088.577,24968.00313,211,107,0,0,0,5,0,0.207960466,74.961415,6.091719985,6138,71.6520039,1.9061584,89028,4013103502,3525
4013103604,592,3093946,936393.0532,17332.39412,121,135,0,0,0,18,4,3.460360095,72.8217988,11.22046418,4544,52.9049296,3.5871479,65216,4013103604,4610
4013103501,593,1965890,585548.1488,11594.54981,112,144,1,0,0,20,3,0,92.71032069,2.5382816,3128,64.258312,3.6764706,91367,4013103501,2307
4013103605,594,6102701,1700692.628,28849.89937,229,77,0,0,0,5,1,9.371085609,62.18518301,1.142269294,6128,80.368799,1.1259791,120259,4013103605,4103
4013103606,595,2409853,770454.6438,17309.28604,170,182,4,0,0,21,1,0,96.99276587,2.191873437,4396,64.4676979,2.4340309,92500,4013103606,2742
4013103607,596,2463698,666649.2123,13105.49862,158,129,2,1,0,16,2,2.733310401,84.93504088,2.759770328,4427,72.125593,1.8296815,107907,4013103607,3421
4013108902,597,1504393,522084.0173,13857.02195,67,126,0,0,1,20,5,6.335601687,91.35799811,1.7572573,5098,37.6422126,11.5927815,51264,4013108902,2229
4013109300,598,2569544,694218.6136,26845.77741,71,52,0,2,0,5,2,0.323813636,81.11341096,16.94370723,4767,8.936438,3.3144535,59750,4013109300,3333
4013109500,599,2479942,816607.8942,13723.12942,109,78,0,1,0,9,1,1.802376274,73.56948583,2.1550434,5432,14.1568483,4.2157585,67723,4013109500,5189
4013109601,600,1231152,361210.9406,1640.005701,94,4,0,0,0,0,0,0,100,0,5240,11.6221374,4.6183206,45668,4013109601,3466
4013109602,601,1474284,448791.827,1252.136751,71,8,0,0,0,0,1,4.353786621,83.45826424,7.754560531,6567,9.4716004,6.2737932,43726,4013109602,4445
4013109603,602,1331560,368234.7743,5649.14576,97,16,0,0,0,1,1,0.625199206,95.92272048,1.098389192,4780,11.2133891,3.3472803,52571,4013109603,3005
4013115200,603,7259540,1351997.344,108221.3894,141,256,4,6,3,11,3,3.7845392,78.38202186,15.19612469,3227,12.4883793,17.7874187,48966,4013115200,2534
4013115300,604,4150361,659393.7168,25879.25615,80,54,0,1,0,4,0,2.692701363,40.69443351,48.1599874,2821,10.2445941,21.4108472,29643,4013115300,1115
4013115500,605,2598847,216677.017,14439.23012,85,17,0,0,0,0,0,0.63922591,60.12985059,28.65988168,3894,11.299435,1.9517206,41425,4013115500,2332
4013115600,606,2552654,312198.8867,12585.31664,102,41,0,1,0,7,3,1.628227722,51.39452916,43.39514213,4481,7.2528453,20.4641821,49783,4013115600,3129
4013115900,607,2569302,399946.3366,8904.257537,107,49,0,0,0,8,3,9.312754065,73.10848577,10.7761687,5860,10.6143345,14.0273038,50755,4013115900,3443
4013116000,608,2480173,545824.9584,11137.27878,166,38,0,1,1,5,1,5.016202544,76.35482256,14.26219143,6765,15.4915004,26.5484109,50488,4013116000,3257
4013116100,609,2417088,673747.9961,11562.4219,63,67,1,0,0,8,4,3.216647061,82.05086602,14.6838113,4902,9.8939208,22.2154223,43158,4013116100,2968
4013116202,610,1454222,409659.5361,5772.434299,108,61,0,0,0,12,2,0,95.00652008,2.929538199,5126,17.6550917,8.6422162,66011,4013116202,2920
4013217600,611,1920063,433513.1908,21042.30436,84,166,0,1,0,9,5,4.980062925,76.21010481,1.167622861,5036,65.6076251,3.395552,76741,4013217600,1516
4013217800,612,2557135,691144.8955,18916.97891,167,22,0,0,0,2,0,0.604542376,96.94789177,1.143901535,6047,70.5308417,2.9105341,93732,4013217800,3000
4013217900,613,2558166,628097.1171,17743.40585,132,260,1,0,3,20,4,5.801118831,81.98956426,1.574141434,3682,71.4285714,3.0418251,110890,4013217900,2002
4013218000,614,2627063,927447.649,16920.83299,150,356,3,1,0,49,6,1.267301146,92.38252616,5.39969684,5613,64.1902726,4.2401568,97940,4013218000,1993
4013218300,615,2235327,616767.3972,12524.43682,102,55,0,0,0,8,4,3.341438202,82.41631845,7.559366946,4616,69.1724437,4.5493934,52161,4013218300,1781
