id,lon_id,lat_id,poi_num,bldg_area,nodes_num,LST,longitude,latitude,tree,shrubland,grassland,builtup,barren,water,cropland,slope,aspect,elevation,aspect_class
7901,51,102,22,71256.31231,5,61.84497632,-12476970,3963330,2.155367,0.78521976,1.50753766,56.76683495,10.32268046,0,0.02532967,0.20570174,196.1312866,345.4174805,South
7902,51,103,1,62938.76489,4,63.78641168,-12476970,3962790,4.79041621,0,0,55.97215542,10.80368056,0,0,0.21336512,193.8718109,344.3104858,South
7903,51,104,2,70195.01144,12,63.33181502,-12476970,3962250,6.81349355,0,0,50.6046071,14.15143393,0,0,0.22400387,187.9454041,343.0352173,South
7904,51,105,14,88422.22297,13,63.69754316,-12476970,3961710,6.22424339,0.30395507,0,61.32230139,3.72231673,0,0,0.17692183,186.5581055,340.8254395,South
7905,51,106,33,103482.9854,4,65.3962991,-12476970,3961170,2.31908776,0.02532958,0,64.3202957,4.91138539,0,0,0.1896046,185.5819855,339.7376404,South
7906,51,107,36,109573.2812,4,65.20488998,-12476970,3960630,9.79764758,0.02532954,0,58.77366918,2.98273403,0,0,0.16385521,177.0637207,337.6977844,South
7907,51,108,11,166264.4991,6,65.7039209,-12476970,3960090,2.09082697,0,0,63.68157799,5.81025706,0,0,0.15137367,166.563858,336.7732544,South
7908,51,109,129,131294.7298,14,64.97246462,-12476970,3959550,4.33363903,0.58257867,0.40347047,62.93503636,3.33121829,0,0,0.15187074,159.2293854,336.0045471,South
7909,51,110,1,59359.53054,8,59.78049224,-12476970,3959010,12.72777711,0.12664742,2.37692399,52.77726918,3.58060703,0,0,0.15072334,180.3845825,334.2338562,South
7910,51,111,5,59302.75164,17,59.93430314,-12476970,3958470,14.892822,0.07598838,6.40238396,48.79152669,1.42978428,0,0,0.13816142,177.5322113,333.4067993,South
7911,51,112,1,63247.59967,9,61.4313959,-12476970,3957930,22.43574357,0,0,47.26497512,1.89506715,0,0,0.11829852,188.6313934,332.6463928,South
7912,51,113,29,65052.69058,9,61.4313959,-12476970,3957390,14.64278508,0,0,52.8962274,4.06005391,0,0,0.11911326,206.3386688,331.5,Southwest
7913,51,114,19,53056.98334,15,63.50955206,-12476970,3956850,4.68353673,0.12664698,1.44377564,61.04992812,4.2984594,0,0,0.12149384,210.045105,330.8340454,Southwest
7914,51,115,26,69762.13354,9,65.15020166,-12476970,3956310,9.621222,0.25329386,0,57.64772995,4.08338093,0,0,0.1034655,226.4365082,330.2904968,Southwest
7915,51,116,25,83050.53799,9,66.64729442,-12476970,3955770,0.69123984,0,0,60.41178695,10.50587974,0,0,0.09476409,284.8075256,330.0388794,West
7916,51,117,23,156872.2453,11,66.84553958,-12476970,3955230,0.45118377,0,0,60.04310686,11.11789584,0,0,0.04803937,282.9628601,330.2925415,West
7917,51,118,5,89769.92704,10,66.20295182,-12476970,3954690,0.30869589,0,0,54.25028745,17.05648247,0,0,0.25112131,185.6439667,329.3613586,South
7918,51,119,2,25895.56002,16,67.27279208,-12476970,3954150,0.27862207,0.09113544,0.39980287,38.10541025,32.74377437,0,0,0.29493853,204.5124359,327.2887573,Southwest
7919,51,120,29,58249.63102,11,67.03011266,-12476970,3953610,2.79223186,0.46610858,0.46139251,56.62356274,11.27872838,0,0,0.14263144,225.6901703,326.2750855,Southwest
7920,51,121,4,57640.31929,9,69.69275024,-12476970,3953070,0.30395097,0.37993872,0.10267007,54.45027076,15.67925387,0,0.70921877,0.153055,249.7856445,325.9084473,West
7921,51,122,1,41975.13311,8,69.14928506,-12476970,3952530,0.53234483,0,0,53.72523668,17.3710003,0,0,0.10345296,273.8739624,325.5346985,West
7922,51,123,1,19789.35712,5,68.29478006,-12476970,3951990,0.08889764,0,0,46.29117397,25.25178842,0,0,0.17674734,304.2333069,325.9888306,Northwest
7923,51,124,0,669.5691973,0,67.2762101,-12476970,3951450,0.74488191,6.36024422,0,25.93105981,38.59895251,0,0,0.26090801,182.6477051,325.7218628,South
7924,51,125,0,11524.85827,2,64.82207174,-12476970,3950910,18.16141452,14.90236458,0,3.22409241,35.35054471,0,0,0.25119928,243.5347443,323.6808167,Southwest
7925,51,126,3,36475.26108,7,67.95639608,-12476970,3950370,0,0,0,23.15669866,48.48499582,0,0,0.15848552,292.16922,324.892334,West
7926,51,127,9,27154.58953,5,69.2244815,-12476970,3949830,0.50058811,0.50658219,0,55.72210724,14.9156942,0,0,0.16839737,294.4545898,325.1221619,Northwest
7927,51,128,3,34772.28081,6,69.2244815,-12476970,3949290,4.55125238,2.25428842,1.32117173,33.23161742,29.8506514,0,0.43926785,0.1612532,317.9636536,325.6940613,Northwest
7928,51,129,1,50458.76368,10,64.96562858,-12476970,3948750,18.46244245,2.6060459,2.22895815,28.41443981,19.93964007,0,0,0.46409234,337.032959,328.5795593,Northwest
7929,51,130,0,51094.96958,6,67.771823,-12476970,3948210,5.58306344,1.27464079,1.44375582,41.31580036,21.73359428,0,0.30394861,0.49575901,343.5401611,331.4138794,North
7930,51,131,2,58262.59587,10,68.02475648,-12476970,3947670,3.19330384,1.84635798,1.44046653,35.45046365,29.67683029,0,0.05065805,0.4918758,343.1236572,334.0475464,North
7931,51,132,1,55154.58811,10,67.89487172,-12476970,3947130,1.44031964,0.075987,0,63.4004241,6.7446259,0,0,0.59072584,340.920044,339.2692261,North
7932,51,133,0,52929.21882,14,68.0452646,-12476970,3946590,4.31941314,0.98783005,0,58.53958816,7.8178018,0,0,0.73743933,331.5243835,343.2479248,Northwest
7933,51,134,4,69033.59103,8,66.6096962,-12476970,3946050,11.92966782,0.82186078,0.40861512,44.8194115,13.46039318,0,0.22796063,0.66586506,331.793335,346.7245789,Northwest
