LST,id,longitude,latitude,lon_id,lat_id,tree,shrubland,grassland,builtup,barren,water,slope,aspect,elevation,poi_num,bldg_area,nodes_num,aspect_class,Northeast,Northwest,Southwest,West,South,Southeast,East,North
41.21038958,7758,-73.7652,40.6711,102,67,12.10607445,0.0,4.76452845,45.65279817,2.68003552,0.0,0.25226292,281.85858154,6.06209898,19.0,70149.11782150318,20.0,West,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.40715488,7759,-73.7604,40.6711,103,67,16.70117297,0.0,5.37805183,41.25925966,1.86495212,0.0,0.22194017,139.53416443,6.95900345,8.0,51082.67082094032,17.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.2904839,7760,-73.7555,40.6711,104,67,15.87950512,0.0,1.72316118,45.01040472,2.59036557,0.0,0.21418066,166.01948547,6.11404324,5.0,57453.19518213676,10.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.19523764,7761,-73.7507,40.6711,105,67,22.95312724,0.0,1.52063311,39.45788766,1.27178857,0.0,0.06975713,86.39388275,6.07374716,3.0,62715.71723895458,29.0,East,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.03800872,7762,-73.7458,40.6711,106,67,19.19856316,0.0,1.15890235,43.92617152,0.91979956,0.0,0.14921008,185.78305054,5.90038776,5.0,70387.08561360244,22.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.84124342,7763,-73.7410,40.6711,107,67,7.08410379,0.0,0.8284548,55.73904469,1.5518333,0.0,0.25963235,201.82261658,6.49707079,0.0,63067.967451898374,15.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39.46719938,7764,-73.7361,40.6711,108,67,19.67877559,0.0,1.22478246,41.6903218,2.60955674,0.0,0.23593883,206.06829834,5.99664307,8.0,54423.94245634263,16.0,Southwest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41.74701872,7765,-73.7313,40.6711,109,67,7.31298599,0.0,2.64786517,52.85306281,2.38952262,0.0,0.14610963,267.83413696,7.95114422,0.0,62228.77052215421,17.0,West,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.87690348,7766,-73.7264,40.6711,110,67,18.30484171,0.0,1.91621881,42.75716771,2.22520836,0.0,0.25644502,190.13816833,6.62200212,4.0,64237.84367025288,12.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42.71431838,7767,-73.7216,40.6711,111,67,13.8489489,0.0,4.87113024,45.56256975,0.9207877,0.0,0.2104843,123.09687042,5.47624779,18.0,63697.00131896283,10.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
