2.094105494471858009e+01,1.021771790999999929e+00,7.567502511000000709e+01,1.468304140000000046e+01,1.553187649999999920e+01,8.619388703730907153e+00,1.041870352460341209e+01,1.079623123795839312e+01,3.737669618283368411e+00,4.875197323201151178e+00,2.079441541679835748e+00,0.000000000000000000e+00,1.098612288668109782e+00,1.609437912434100282e+00,1.386294361119890572e+00
2.562863204345260826e+01,2.380072665000000143e+01,7.180245089000000291e+01,8.192211500000000513e+01,3.572704999999999909e-01,7.937374696163295162e+00,1.142136923028879991e+01,1.000636327540168935e+01,4.779123493111529619e+00,2.944438979166440262e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.574269149999669537e+01,6.262738792000000387e+00,8.881391551000000106e+01,8.244965059999999824e+01,4.932181999999999955e-01,7.797291273547472201e+00,1.169280236936836737e+01,1.000775798366764668e+01,4.770684624465665102e+00,3.135494215929149675e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.624317520210802002e+01,4.975383580000000139e-01,8.887441714999999931e+01,2.865055389999999846e+01,1.017119839999999975e+01,8.287276755814598772e+00,1.062743063389322629e+01,9.604226925921413027e+00,4.234106504597259679e+00,2.302585092994045901e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.931471805599452862e-01
1.557162411713731487e+01,0.000000000000000000e+00,8.892534265999999832e+01,2.070661079999999998e+01,7.393917300000000026e+00,8.611047766887860888e+00,1.056092983222529647e+01,8.883813291699700798e+00,4.189654742026425183e+00,2.708050201102210064e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.931471805599452862e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.998953927651903939e+00,3.593796178000000197e+01,4.486354748000000114e+01,8.385736199999999485e+01,8.435582999999999831e-01,7.866722285136728665e+00,1.227481481892831816e+01,1.056613691507217290e+01,5.313205979041787153e+00,5.442417710521793239e+00,1.098612288668109782e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.433987204485146272e+00,1.386294361119890572e+00
8.180003168362951271e+00,1.366655631000000071e+01,4.535766222000000170e+01,7.941336230000000285e+01,2.444323699999999988e+00,8.211482916445065783e+00,1.201405826472531757e+01,9.955580082175078616e+00,5.288267030694535187e+00,2.564949357461536739e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.098612288668109782e+00,0.000000000000000000e+00
1.763426901492807986e+01,5.988200338000000045e+01,3.568327580999999782e+01,8.415300550000000612e+01,5.464480999999999922e-01,8.154212694914228621e+00,1.228960004384143723e+01,9.753216636017691954e+00,5.093750200806762329e+00,3.526360524616161563e+00,6.931471805599452862e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.945910149055313232e+00,6.931471805599452862e-01
2.012160153100494142e+01,1.535166011999999913e+00,6.229489467999999874e+01,7.101449279999999931e+01,2.787068000000000101e+00,8.185628891147606723e+00,1.163830623130137276e+01,9.171991255392232034e+00,4.718498871295094155e+00,3.526360524616161563e+00,6.931471805599452862e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.079441541679835748e+00,6.931471805599452862e-01
1.966310160367364901e+01,2.349122518000000159e+00,5.906522370999999794e+01,6.661370410000000675e+01,5.858987100000000225e+00,8.524367395164237138e+00,1.168856642283994240e+01,1.038392539740034870e+01,4.709530201312333908e+00,4.394449154672439128e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.772588722239781145e+00,1.098612288668109782e+00
1.592364757721423985e+01,2.152340419999999810e+00,4.800277997999999968e+01,7.003663000000000238e+01,4.224664200000000314e+00,8.317766166719342991e+00,1.195118684749347615e+01,1.039552342671807672e+01,4.736198448394495664e+00,3.496507561466480229e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.791759469228054957e+00,6.931471805599452862e-01
7.572649954066827505e+00,4.022568169999999887e-01,3.887629296000000068e+01,7.011686140000000478e+01,3.964941599999999955e+00,8.474911799159631443e+00,1.198997918382844574e+01,9.936770492144146871e+00,4.969813299576000709e+00,1.609437912434100282e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.664759322193537372e+01,9.224767179999999733e-01,9.068336270000000354e+01,7.167891459999999881e+01,2.882984700000000178e+00,8.576970395452098828e+00,1.100914165599328420e+01,9.755226019260529569e+00,4.859812404361671945e+00,4.553876891600540766e+00,1.098612288668109782e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.197224577336219564e+00,6.931471805599452862e-01
7.817019330265635446e+00,3.920113219000000093e+00,5.401462742999999733e+01,8.367052019999999857e+01,1.011560699999999979e+00,7.926241523170961756e+00,1.189927570921870981e+01,1.064114897041097230e+01,4.382026634673881205e+00,1.609437912434100282e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.796523198235678009e+01,3.976621446999999865e+00,8.554585647999999765e+01,6.414321339999999338e+01,2.173138600000000142e+00,8.633196867172543421e+00,1.137272042444157982e+01,9.442121812278294612e+00,4.779123493111529619e+00,4.219507705176106960e+00,0.000000000000000000e+00,1.098612288668109782e+00,0.000000000000000000e+00,2.944438979166440262e+00,1.098612288668109782e+00
2.739670764688004567e+01,3.223930409999999913e-01,9.121320926999999301e+01,7.684834119999999302e+01,2.037914699999999968e+00,8.347827345782498298e+00,1.118070617175071213e+01,9.502942106023272828e+00,5.068904202220231525e+00,4.317488113536310124e+00,6.931471805599452862e-01,6.931471805599452862e-01,0.000000000000000000e+00,2.302585092994045901e+00,6.931471805599452862e-01
2.319164926550909556e+01,2.148568297999999821e+00,7.218022607000000335e+01,9.369943189999999333e+01,1.411602699999999988e+00,8.667335849845956730e+00,1.102560475689187314e+01,1.077356027212016976e+01,5.700443573390686858e+00,2.708050201102210064e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900100732640482448e+01,1.729358407999999958e+00,7.802155917000000329e+01,9.404275389999999391e+01,1.068846299999999916e+00,8.758255243232792253e+00,1.117241910219308032e+01,1.104246581720385123e+01,5.749392985908253095e+00,5.513428746164982464e+00,6.931471805599452862e-01,6.931471805599452862e-01,0.000000000000000000e+00,2.833213344056216165e+00,1.386294361119890572e+00
3.387115761476329823e+01,1.283600121000000094e+00,9.282442364000000623e+01,1.292031320000000072e+01,4.444956200000000024e+00,8.376320632534822508e+00,1.106095034117717191e+01,9.201766722960563527e+00,4.521788577049040470e+00,3.951243718581427533e+00,6.931471805599452862e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.302585092994045901e+00,1.609437912434100282e+00
2.772311882863130350e+01,5.142442289999999971e+00,9.303720035999999993e+01,8.342402679999999293e+01,1.339472599999999902e+00,7.779048644925556033e+00,1.191086902367954181e+01,9.505430670135407212e+00,4.574710978503382819e+00,5.620400865717149586e+00,1.098612288668109782e+00,0.000000000000000000e+00,6.931471805599452862e-01,3.295836866004329124e+00,6.931471805599452862e-01
