id,longitud,latitude,lon_id,lat_id,LST,tree,shrubland,grassland,builtup,barren,water,slope,aspect,elevation,poi_num,bldg_area,nodes_num,aspect_class,Southeast,South,Southwest,East,Northeast,West,Northwest,North
31,-74.1097,40.9135,1,1,34.51277939,19.82547352,0,8.86159032,35.11472462,1.16769813,0,0.24574994,293.9972839,20.20023346,0,19666.38086,9,Northwest,0,0,0,1,0,0,0,0
32,-74.1048,40.9135,2,1,30.71194115,17.49487964,0,7.15515599,40.24333528,0.07611567,0,0.49139419,126.3201141,17.6691246,0,1305.681258,12,Southeast,0,0,0,0,0,1,0,0
33,-74.1,40.9135,3,1,34.77767594,15.98508649,0,7.0730534,41.73374347,0.17760322,0,0.3303557,152.2958374,15.82303524,0,7229.887239,8,Southeast,0,0,0,0,0,1,0,0
34,-74.0951,40.9135,4,1,28.85253827,24.62064001,0,9.33628621,30.91107281,0.10148755,0,0.60142416,117.3361282,13.91104031,0,7229.887239,5,Southeast,0,0,0,0,0,1,0,0
35,-74.0903,40.9135,5,1,25.71650492,43.00713191,0,2.09654413,14.77210676,0,5.09370378,0.08616289,143.1505127,10.78109455,0,41778.30007,5,Southeast,0,0,0,0,0,1,0,0
36,-74.0854,40.9135,6,1,24.13567067,29.00774442,0,3.23307949,32.52568757,0.05074379,0,0.13209856,195.6398163,13.69030571,0,59348.3351,13,South,0,0,0,0,1,0,0,0
37,-74.0806,40.9135,7,1,28.64233004,26.12733872,0,1.64134169,35.68357444,1.2623972,0.20409076,0.16989633,140.9679413,13.77145863,0,33970.50568,6,Southeast,0,0,0,0,0,1,0,0
38,-74.0757,40.9135,8,1,31.63138853,21.3867758,0,3.39158154,33.19515805,6.46427725,0.37946265,0.42627668,233.2711945,13.62151623,0,28135.88179,11,Southwest,0,0,0,0,0,0,1,0
39,-74.0709,40.9135,9,1,33.63434825,30.57023254,0,3.50957314,27.76381776,3.07511938,0,0.31245804,179.4345703,20.03106308,0,30338.87506,9,South,0,0,0,0,1,0,0,0
40,-74.066,40.9135,10,1,35.09042477,48.93655,0,4.22248047,11.72960596,0.08085016,0,0.19097102,39.74924469,15.70292091,0,37437.39477,12,Northeast,0,0,1,0,0,0,0,0
41,-74.0612,40.9135,11,1,38.56142408,30.71167253,0,4.38492336,29.34008097,0.4313222,0,0.78705603,352.413147,21.12974548,0,80759.15293,10,North,0,1,0,0,0,0,0,0
42,-74.0563,40.9135,12,1,42.1195829,13.45216486,0,0.32607406,50.70075896,0.4904887,0,0.77247381,76.05956268,20.69621277,0,122157.0704,16,East,1,0,0,0,0,0,0,0
43,-74.0515,40.9135,13,1,43.32614396,9.92925714,0,1.17061059,53.08973008,0.77988877,0,1.43998408,102.6929703,13.35686874,0,79733.29529,4,East,1,0,0,0,0,0,0,0
44,-74.0466,40.9135,14,1,39.17495867,28.76459125,0,2.00437893,33.76919421,0.4313222,0,0.20636457,105.8814392,8.24977398,0,45225.12788,2,East,1,0,0,0,0,0,0,0
45,-74.0418,40.9135,15,1,39.7782392,40.02555193,0,0.54694316,24.36906667,0.02792482,0,2.07125258,243.2431488,13.92747974,0,53904.08491,21,Southwest,0,0,0,0,0,0,1,0
46,-74.0369,40.9135,16,1,42.73311749,29.99289945,0,0.43132208,34.24080238,0.30446268,0,2.20919442,156.4711456,22.84025574,0,51262.05398,11,Southeast,0,0,0,0,0,1,0,0
47,-74.032,40.9135,17,1,41.7606908,24.19724709,0,9.51445849,21.6429691,1.45906059,8.13037943,0.50283414,83.27713776,0.97372842,0,26596.95817,4,East,1,0,0,0,0,0,0,0
48,-74.0272,40.9135,18,1,32.94732623,36.75840836,0,5.39501612,8.87011454,2.7694452,10.16402253,0.89910102,242.7123108,6.18176651,0,24004.25461,6,Southwest,0,0,0,0,0,0,1,0
49,-74.0223,40.9135,19,1,36.13975691,58.25952303,0,0.30572997,5.99828324,0.25371895,0,0.71559095,280.7448425,8.8637743,0,38872.12923,12,West,0,0,0,0,0,0,0,1
50,-74.0175,40.9135,20,1,35.6253449,58.73895054,0,0.12685948,6.10367656,0,0,2.8571322,301.9813538,25.32921982,0,9613.997822,10,Northwest,0,0,0,1,0,0,0,0
51,-74.0126,40.9135,21,1,38.12733554,47.91148318,0,0.12685946,16.93114394,0,0,1.95172954,317.7919617,33.37159729,0,0,21,Northwest,0,0,0,1,0,0,0,0
52,-74.0078,40.9135,22,1,39.61417424,37.70389586,0,5.68692021,20.43693518,1.11636344,0,1.20680034,104.1755066,31.92112732,0,0,13,East,1,0,0,0,0,0,0,0
53,-74.0029,40.9135,23,1,40.11662318,30.59484186,0,1.72167295,31.53660858,1.1163632,0,0.19390813,56.75253296,21.88308907,0,18127.3857,8,Northeast,0,0,1,0,0,0,0,0
54,-73.9981,40.9135,24,1,40.65154331,13.41477033,0,0.77647419,48.70158335,2.07665872,0,0.92359078,306.2141418,25.14960289,0,9424.372004,9,Northwest,0,0,0,1,0,0,0,0
55,-73.9932,40.9135,25,1,39.85343564,36.47393418,0,3.24206857,25.04795581,0.20552803,0,1.14745331,76.93041992,20.42842484,0,0,1,East,1,0,0,0,0,0,0,0
56,-73.9884,40.9135,26,1,32.57647106,33.70777814,0,31.23633656,0,0.02537189,0,1.62336862,237.388382,24.61175919,0,2259.054979,1,Southwest,0,0,0,0,0,0,1,0
57,-73.9835,40.9135,27,1,31.70829398,49.23868364,0,12.28521252,2.97302882,0.47256161,0,1.73181009,224.8632965,30.53176308,0,0,7,Southwest,0,0,0,0,0,0,1,0
58,-73.9787,40.9135,28,1,28.40990468,59.2133568,0,1.34726328,3.50879315,0.72247011,0,2.71449876,127.2819367,26.4800396,0,0,11,Southeast,0,0,0,0,0,1,0,0
59,-73.9738,40.9135,29,1,33.41217695,50.84993795,0,6.83014406,6.90882629,0.32983451,0,0.48534921,354.6651611,18.1440773,0,0,18,North,0,1,0,0,0,0,0,0
60,-73.969,40.9135,30,1,34.02571154,55.93050735,0,5.2842478,3.61766026,0.13707117,0,0.43247268,332.0166016,16.83956909,0,0,5,Northwest,0,0,0,1,0,0,0,0
61,-73.9641,40.9135,31,1,29.97535784,56.25589597,0,4.48934924,4.22424138,0,0,2.32905555,272.3958435,30.66075897,0,0,8,West,0,0,0,0,0,0,0,1
62,-73.9593,40.9135,32,1,27.73484573,63.57396286,0,0.16074548,1.20940636,0.02537188,0,1.80928195,246.1244202,40.14252472,0,0,11,Southwest,0,0,0,0,0,0,1,0
63,-73.9544,40.9135,33,1,27.48533027,63.4933228,0,0.21435583,1.26180795,0,0,5.22147608,280.8518982,57.61444855,0,0,9,West,0,0,0,0,0,0,0,1
64,-73.9496,40.9135,34,1,27.61692404,53.53375494,0,0.69034659,10.69464127,0.05074378,0,3.79099679,277.701477,110.7345428,0,16362.81869,1,West,0,0,0,0,0,0,0,1
65,-73.9447,40.9135,35,1,32.32866461,46.15482043,0,2.31530458,15.07342995,1.40055974,0,2.11559153,287.8353882,122.4326782,0,18113.2527,0,West,0,0,0,0,0,0,0,1
66,-73.9399,40.9135,36,1,27.12643817,64.43181608,0,0.5376705,0,0,0,1.09489667,124.4942551,124.2118912,0,0,1,Southeast,0,0,0,0,0,1,0,0
67,-73.935,40.9135,37,1,29.37549533,60.00068918,0,3.02776901,1.91565649,0.0253719,0,3.75816441,80.35394287,115.6977234,0,0,0,East,1,0,0,0,0,0,0,0
68,-73.9302,40.9135,38,1,27.32981036,42.97474436,0,0.12124022,0,0,21.873502,14.05286694,116.2424087,88.15558624,0,0,0,Southeast,0,0,0,0,0,1,0,0
69,-73.9253,40.9135,39,1,23.78361461,0,0,0,0,0,64.96948658,0.44919446,90,0,0,0,0,East,1,0,0,0,0,0,0,0
70,-73.9205,40.9135,40,1,23.75456144,0,0,0,0,0,64.96948658,0,0,0,0,0,0,North,0,1,0,0,0,0,0,0
71,-73.9156,40.9135,41,1,23.90837234,0,0,0,0,0,64.96948658,0,0,0,0,0,0,North,0,1,0,0,0,0,0,0
72,-73.9108,40.9135,42,1,31.51346684,23.85333171,0,4.307602,9.54820367,0,27.13910898,4.18314123,289.9018249,9.16158867,5,29417.86126,0,West,0,0,0,0,0,0,0,1
73,-73.9059,40.9135,43,1,34.74178673,45.698701,0,4.74743915,14.34577644,0.17756999,0,4.13902378,296.4550781,34.24456787,9,38753.32056,5,Northwest,0,0,0,1,0,0,0,0
74,-73.9011,40.9135,44,1,36.6165707,35.42686632,0,0.22834704,28.63762766,0.67664556,0,1.45757973,352.5181274,44.80105591,15,54727.93395,19,North,0,1,0,0,0,0,0,0
75,-73.8962,40.9135,45,1,38.38197803,27.84463593,0,0.05074379,36.78839271,0.28571415,0,1.98472297,48.68900681,43.22767639,10,19862.49704,7,Northeast,0,0,1,0,0,0,0,0
76,-73.8914,40.9135,46,1,39.44327324,17.17174527,0,0.07611569,45.95247322,1.56617723,0,1.32427347,58.21052933,30.11080933,21,17622.91497,19,Northeast,0,0,1,0,0,0,0,0
77,-73.8865,40.9135,47,1,35.81846303,46.77715295,0,0.07866858,17.10971775,1.0039473,0,2.40654898,115.4456253,48.490242,4,11679.62443,12,Southeast,0,0,0,0,0,1,0,0
78,-73.8817,40.9135,48,1,37.95130751,32.22532167,0,0,31.23732215,1.50684276,0,6.11032295,289.3788452,27.70716667,0,2136.958571,6,West,0,0,0,0,0,0,0,1
79,-73.8768,40.9135,49,1,37.66419383,36.57409836,0,0.0961852,27.23920286,1.06000017,0,5.91533422,274.1955261,64.83218384,4,0,12,West,0,0,0,0,0,0,0,1
80,-73.872,40.9135,50,1,33.43268507,3.50136544,0,11.41020232,9.3079578,0.8674934,39.88246763,1.04640472,252.9197846,89.20011902,0,0,0,West,0,0,0,0,0,0,0,1
81,-73.8671,40.9135,51,1,28.89868154,14.5849262,0,14.11109281,7.57446416,0.47786747,28.22113594,2.37073421,82.73609924,70.61785126,0,1704.636369,2,East,1,0,0,0,0,0,0,0
82,-73.8623,40.9135,52,1,38.04017603,29.27440781,0,0.48206598,32.34502024,2.86799254,0,2.57077312,119.3415451,67.40547943,32,14637.60452,10,Southeast,0,0,0,0,0,1,0,0
83,-73.8574,40.9135,53,1,38.47255556,29.9836819,0,0.25371889,33.80799939,0.92408641,0,0.63788337,101.187973,50.25714111,20,40185.09446,15,East,1,0,0,0,0,0,0,0
84,-73.8526,40.9135,54,1,38.82290261,17.58775444,0,0.17760322,45.86842742,1.3357015,0,2.78640962,125.5256271,45.69023132,35,58218.74566,10,Southeast,0,0,0,0,0,1,0,0
85,-73.8477,40.9135,55,1,37.86927503,15.52138496,0,0,48.92653049,0.52157113,0,2.24963307,302.6983337,29.00340271,28,24266.78512,16,Northwest,0,0,0,1,0,0,0,0
86,-73.8429,40.9135,56,1,38.59218626,10.27723738,0,0.15223134,53.62152397,0.9184939,0,0.94091403,24.99879456,50.82745361,22,20786.11775,15,Northeast,0,0,1,0,0,0,0,0
87,-73.838,40.9135,57,1,39.56461295,3.67652502,0,0.07611568,58.56752925,2.64931663,0,2.05374265,93.24964905,43.53835297,117,55011.82744,23,East,1,0,0,0,0,0,0,0
88,-73.8332,40.9135,58,1,39.37833086,16.19618134,0,1.89924193,43.98388334,2.89017999,0,0.96422672,240.1044464,35.18362045,13,34272.7804,14,Southwest,0,0,0,0,0,0,1,0
89,-73.8283,40.9135,59,1,37.5907064,28.4224502,0,5.31682237,30.31147691,0.91873711,0,1.20719755,139.9291382,43.71909332,6,9491.623919,14,Southeast,0,0,0,0,0,1,0,0
90,-73.8235,40.9135,60,1,37.27283054,31.98558061,0,3.59591056,27.79645126,1.59154416,0,2.59958911,130.2613525,33.5105896,11,2193.065111,14,Southeast,0,0,0,0,0,1,0,0
91,-73.8186,40.9135,61,1,35.30917805,56.64982488,0,0.01058499,7.4830834,0.82599332,0,1.57867205,164.9953766,31.06713295,1,0,3,South,0,0,0,0,1,0,0,0
92,-73.8138,40.9135,62,1,33.60358607,45.31780491,0,1.51107502,14.54985231,2.28912945,1.0225341,0.98079592,110.0746765,13.97182655,5,60291.17458,9,East,1,0,0,0,0,0,0,0
93,-73.8089,40.9135,63,1,32.45854937,29.95392154,0,0,34.13035834,0.8852067,0,0.53732383,272.1818237,14.90698624,60,24791.00464,11,West,0,0,0,0,0,0,0,1
94,-73.8041,40.9135,64,1,28.86791936,57.42660655,0,0.23915872,6.59330819,0.71041313,0,2.17431116,299.3387146,25.15425491,0,0,12,Northwest,0,0,0,1,0,0,0,0
95,-73.7992,40.9135,65,1,34.33504235,46.2019254,0,2.85159355,15.20555474,0.7104129,0,1.85819709,270.1924133,35.11911011,4,586.6210838,10,West,0,0,0,0,0,0,0,1
96,-73.7944,40.9135,66,1,35.45957093,32.48782528,0,3.38519309,28.15260238,0.94386583,0,1.69561112,116.1024094,36.61841202,39,626.4611124,17,Southeast,0,0,0,0,0,1,0,0
97,-73.7895,40.9135,67,1,35.96201987,13.04375231,0,1.36569236,48.98549739,1.54917263,0,0.97220725,34.18219376,22.96822739,49,5580.266095,17,Northeast,0,0,1,0,0,0,0,0
98,-73.7847,40.9135,68,1,36.36363722,4.22073886,0,0.5283479,57.76924251,2.42578543,0,0.60455942,10.53697205,23.32445145,58,76098.78573,19,North,0,1,0,0,0,0,0,0
99,-73.7798,40.9135,69,1,37.5907064,2.74837492,0,0.12685945,58.46905248,3.59982785,0,1.64848411,58.38725662,18.16183853,65,88891.0676,17,Northeast,0,0,1,0,0,0,0,0
100,-73.775,40.9135,70,1,37.29675668,8.88588762,0,1.22259962,48.82713472,4.37313397,1.25478055,0.70569772,85.59272003,6.25919533,45,8722.274738,10,East,1,0,0,0,0,0,0,0
101,-73.7701,40.9135,71,1,30.59572847,10.91122532,0,2.56347849,31.17708941,7.40135295,12.43427445,0.71082324,166.9410706,3.68799806,0,0,0,South,0,0,0,0,1,0,0,0
102,-73.7652,40.9135,72,1,26.66158745,15.64982762,0,8.74810336,2.44634271,1.76293591,35.21798895,0.80246949,164.2333374,0.51048267,1,0,0,South,0,0,0,0,1,0,0,0
103,-73.7604,40.9135,73,1,26.42916209,18.28578902,0,6.78794761,1.75754906,0.2988435,37.83935739,0.49657267,138.2074127,1.29242241,0,3972.08752,0,Southeast,0,0,0,0,0,1,0,0
104,-73.7555,40.9135,74,1,24.61761149,6.4192947,0,4.15295501,3.01874156,2.86702348,48.51147183,0.49917009,254.4548035,0.09197725,0,9061.897633,0,West,0,0,0,0,0,0,0,1
105,-73.7507,40.9135,75,1,25.79682839,1.64085071,0,5.22570389,4.24570623,1.5730575,52.23342446,0.94824195,138.5435181,1.48547077,0,2389.97317,0,Southeast,0,0,0,0,0,1,0,0
106,-73.7458,40.9135,76,1,20.71765067,0,0,0,0,0,64.96948658,0.34543601,150.3433685,0.01557052,0,0,0,Southeast,0,0,0,0,0,1,0,0
147,-74.1097,40.9098,1,2,32.48418452,5.8658309,0,1.0511931,55.78376489,2.19612939,0,0.37318707,190.8581085,14.52915668,0,104358.6742,3,South,0,0,0,0,1,0,0,0
148,-74.1048,40.9098,2,2,31.3186397,8.89012114,0,2.52758031,52.71643885,0.83889359,0,0.01411863,88.95672607,14.23139191,0,62557.85403,4,East,1,0,0,0,0,0,0,0
149,-74.1,40.9098,3,2,29.65064594,17.30650432,0,3.85930264,42.05583177,1.75139515,0,0.10550612,27.52511215,14.34499931,0,26701.8369,8,Northeast,0,0,1,0,0,0,0,0
150,-74.0951,40.9098,4,2,22.32753809,32.05291858,0,2.57584048,30.24278734,0.10148748,0,0.24091177,98.7323761,13.33632755,0,1724.179722,8,East,1,0,0,0,0,0,0,0
151,-74.0903,40.9098,5,2,23.89982729,36.70972152,0,11.36764997,15.32227058,1.45196476,0.04563789,0.30675629,78.63748932,11.91302776,0,15948.20786,3,East,1,0,0,0,0,0,0,0
152,-74.0854,40.9098,6,2,18.64462154,50.07053758,0,1.58432437,13.11356476,0.20428073,0,0.1910724,232.201477,10.39610863,0,36097.01138,2,Southwest,0,0,0,0,0,0,1,0
153,-74.0806,40.9098,7,2,24.92010626,32.02226323,0,2.06994671,30.32264285,0.5581811,0,0.52529168,257.1070252,12.03461838,0,58207.51701,9,West,0,0,0,0,0,0,0,1
154,-74.0757,40.9098,8,2,30.03859121,21.69530487,0,0.53516728,41.7810467,0.96151504,0,0.5665378,299.6047974,14.09305668,0,62262.87991,18,Northwest,0,0,0,1,0,0,0,0
155,-74.0709,40.9098,9,2,35.66294312,26.59878789,0,0.57494965,34.8698269,2.92946944,0,0.48701414,273.5721436,17.88289642,0,41602.63761,12,West,0,0,0,0,0,0,0,1
156,-74.066,40.9098,10,2,34.53670553,47.07350031,0,1.76185211,16.0658622,0.07181926,0,1.21422386,295.1369934,23.3529892,0,55734.31341,12,Northwest,0,0,0,1,0,0,0,0
157,-74.0612,40.9098,11,2,39.36124076,34.83762838,0,7.49563306,22.10696308,0.53280937,0,0.38178158,46.96267319,28.80026817,0,57688.75113,14,Northeast,0,0,1,0,0,0,0,0
158,-74.0563,40.9098,12,2,38.9066441,46.62931261,0,0.27909051,17.96824913,0.09638163,0,1.89355242,110.1219559,15.24824905,0,47886.68958,13,East,1,0,0,0,0,0,0,0
159,-74.0515,40.9098,13,2,39.20572085,54.11169521,0,0.17505017,10.43767559,0.24861291,0,0.49186644,52.94028854,9.55392361,0,72643.84542,10,Northeast,0,0,1,0,0,0,0,0
160,-74.0466,40.9098,14,2,40.46013419,38.48781176,0,0.83727158,25.29038628,0.02773,0,0.2993964,76.74713135,10.82989597,0,58636.42929,13,East,1,0,0,0,0,0,0,0
161,-74.0418,40.9098,15,2,41.03094353,26.81581598,0,0.35520607,37.44935852,0.35265331,0,0.73152107,108.0003967,4.75722265,0,59584.23198,22,East,1,0,0,0,0,0,0,0
162,-74.0369,40.9098,16,2,41.14373819,12.30161518,0,0.88801555,49.74571398,1.75859861,0.05074374,0.27917248,249.6391754,3.25643301,0,80936.22284,19,West,0,0,0,0,0,0,0,1
163,-74.032,40.9098,17,2,42.24604964,4.08861117,0,0.30446238,57.78483159,2.5921538,0.02537188,0.66097802,55.93439484,5.1774292,0,227619.5237,0,Northeast,0,0,1,0,0,0,0,0
164,-74.0272,40.9098,18,2,35.32285013,15.87581087,0,3.70813926,19.02201315,0.71041237,19.99633464,0.83181083,266.4958801,0.84433192,0,17226.64616,6,West,0,0,0,0,0,0,0,1
165,-74.0223,40.9098,19,2,35.93980274,53.34009678,0,1.22583166,8.47822573,0,1.8020204,2.39956474,275.6875,9.48953152,0,40694.7991,11,West,0,0,0,0,0,0,0,1
166,-74.0175,40.9098,20,2,35.44248083,57.52742573,0,1.1898782,6.25337183,0,0,2.40034223,282.1075439,36.72174072,0,41816.59201,5,West,0,0,0,0,0,0,0,1
167,-74.0126,40.9098,21,2,38.06068415,54.27968343,0,1.95623335,8.381911,0.35520609,0,0.10098336,331.5802918,42.02051544,0,26842.44785,14,Northwest,0,0,0,1,0,0,0,0
168,-74.0078,40.9098,22,2,38.91348014,50.08025092,0,0.17760311,14.71517985,0,0,1.45060658,98.27394867,33.09962845,0,18011.07334,14,East,1,0,0,0,0,0,0,0
169,-74.0029,40.9098,23,2,35.24252666,44.03795158,0,3.32371554,17.38301995,0.17760308,0,0.51605386,288.0493164,21.8014679,0,23330.99384,8,West,0,0,0,0,0,0,0,1
170,-73.9981,40.9098,24,2,36.44225168,47.56195828,0,2.53130202,13.85063769,0.80078904,0,1.02677727,288.1960144,28.92467117,0,42555.02411,11,West,0,0,0,0,0,0,0,1
171,-73.9932,40.9098,25,2,37.70521007,47.69865272,0,1.33348601,13.55759252,2.38330263,0,1.33592105,84.79177856,24.92884064,0,30306.03458,17,East,1,0,0,0,0,0,0,0
172,-73.9884,40.9098,26,2,33.62751221,63.73667766,0,0.47935526,0.73162909,0.02537187,0,0.16880237,217.338501,17.93986511,0,371.8563324,6,Southwest,0,0,0,0,0,0,1,0
173,-73.9835,40.9098,27,2,32.98321544,60.29085591,0,0.44075433,3.70225089,0.53917276,0,0.92137349,181.1257019,19.60486221,0,10382.66318,13,South,0,0,0,0,1,0,0,0
174,-73.9787,40.9098,28,2,32.11332935,54.45493069,0,2.13688048,7.55242589,0.63828704,0,0.51130813,167.2035828,15.18473053,0,0,3,South,0,0,0,0,1,0,0,0
175,-73.9738,40.9098,29,2,37.4881658,42.34821728,0,5.47585729,16.10915415,0.87510869,0,0.87237132,169.6871185,17.55862999,0,8158.442942,10,South,0,0,0,0,1,0,0,0
176,-73.969,40.9098,30,2,35.53818539,43.41073804,0,1.56140331,18.48879204,1.5121005,0,0.69009346,228.4969025,15.75535965,0,0,13,Southwest,0,0,0,0,0,0,1,0
177,-73.9641,40.9098,31,2,30.98709176,49.14884469,0,5.36321972,10.35948201,0.10148747,0,1.54932845,247.0091248,27.86334419,0,7163.613184,10,Southwest,0,0,0,0,0,0,1,0
178,-73.9593,40.9098,32,2,27.09054896,60.87996067,0,1.06758083,3.02549238,0,0,2.63894629,269.7221374,34.45038223,0,0,7,West,0,0,0,0,0,0,0,1
179,-73.9544,40.9098,33,2,30.88284215,60.19889167,0,2.21246495,2.56167726,0,0,6.70860004,290.2466736,81.76282501,0,0,4,West,0,0,0,0,0,0,0,1
180,-73.9496,40.9098,34,2,32.22954203,55.55356278,0,3.8921826,5.5272885,0,0,2.34419107,294.6666565,119.3816681,0,0,2,Northwest,0,0,0,1,0,0,0,0
181,-73.9447,40.9098,35,2,30.64358075,56.81333451,0,3.30672526,4.37601432,0.4769598,0,0.87064129,301.8425293,124.2989044,0,0,1,Northwest,0,0,0,1,0,0,0,0
182,-73.9399,40.9098,36,2,27.36911759,64.97303388,0,0,0,0,0,1.01550007,103.4212723,119.2727203,0,0,0,East,1,0,0,0,0,0,0,0
183,-73.935,40.9098,37,2,27.80320613,61.05315829,0,1.72528746,2.19458813,0,0,12.74692917,103.4887772,106.5358276,0,0,0,East,1,0,0,0,0,0,0,0
184,-73.9302,40.9098,38,2,25.2516542,21.94974036,0,0.02537187,0,0,42.99792165,12.44870186,104.2838669,7.67596722,0,0,0,East,1,0,0,0,0,0,0,0
185,-73.9253,40.9098,39,2,23.63493074,0,0,0,0,0,64.97303388,0,0,0,0,0,0,North,0,1,0,0,0,0,0,0
186,-73.9205,40.9098,40,2,23.63834876,0,0,0,0,0,64.97303388,0,0,0,0,0,0,North,0,1,0,0,0,0,0,0
187,-73.9156,40.9098,41,2,24.05022017,0,0,0,0,0,64.97303388,0.20122221,270,0,0,0,0,West,0,0,0,0,0,0,0,1
188,-73.9108,40.9098,42,2,33.49250042,26.00654666,0,6.54415022,17.43923565,0.48678172,14.49631963,6.41980648,280.6343079,30.36030197,5,44995.68494,3,West,0,0,0,0,0,0,0,1
189,-73.9059,40.9098,43,2,36.11070374,47.00246976,0,0.93875904,15.42866143,1.52702807,0,2.59576488,306.5942078,56.81962585,18,68784.98009,7,Northwest,0,0,0,1,0,0,0,0
190,-73.9011,40.9098,44,2,37.97523365,29.7001689,0,0,34.48633701,0.78652797,0,2.07075429,107.8236694,37.09736252,6,77575.96015,14,East,1,0,0,0,0,0,0,0
191,-73.8962,40.9098,45,2,32.98663346,38.96020254,0,2.7401621,23.17118177,0.10148747,0,1.928545,179.0018463,22.64334869,7,18728.80998,6,South,0,0,0,0,1,0,0,0
192,-73.8914,40.9098,46,2,32.19365282,45.43226768,0,0,19.26422857,0.27653763,0,3.22571707,259.2994995,31.05283165,15,5143.438614,8,West,0,0,0,0,0,0,0,1
193,-73.8865,40.9098,47,2,33.54206171,44.14055684,0,0.09492607,20.08699666,0.55307533,0,3.81522512,123.6056747,20.48811722,16,10647.02702,12,Southeast,0,0,0,0,0,1,0,0
194,-73.8817,40.9098,48,2,35.95689284,24.87037295,0,0.25772718,38.75504063,1.08588464,0,4.93500996,291.4180908,59.30656433,44,22172.51683,15,West,0,0,0,0,0,0,0,1
195,-73.8768,40.9098,49,2,39.23819204,18.57726214,0,0.25371864,44.17503978,1.96701331,0,0.57495314,276.2929382,62.59250259,26,19493.54381,24,West,0,0,0,0,0,0,0,1
196,-73.872,40.9098,50,2,38.42299427,23.29392126,0,7.48235079,20.47145017,0.76548951,12.95982216,3.57674885,229.8706055,67.98093414,0,3821.510752,3,Southwest,0,0,0,0,0,0,1,0
197,-73.8671,40.9098,51,2,26.18648267,12.72553291,0,7.14586879,3.98139409,0.28616484,40.83407325,4.51829147,107.6934814,76.09681702,0,4265.677383,4,East,1,0,0,0,0,0,0,0
198,-73.8623,40.9098,52,2,38.37514199,28.24874281,0,2.39205817,33.09666989,1.235563,0,3.50244761,104.7052536,50.58291245,3,26499.02891,25,East,1,0,0,0,0,0,0,0
199,-73.8574,40.9098,53,2,35.78599184,29.33359654,0,0.17760302,35.15737181,0.30446251,0,3.36073852,130.0558624,35.92150116,1,41265.25413,5,Southeast,0,0,0,0,0,1,0,0
200,-73.8526,40.9098,54,2,36.96349973,17.88005413,0,0.68504051,44.74105471,1.66688454,0,0.68051845,143.9351044,24.23171234,23,74358.51831,15,Southeast,0,0,0,0,0,1,0,0
201,-73.8477,40.9098,55,2,38.44862942,14.8129952,0,0,48.94218913,1.21784956,0,1.61385381,302.807251,41.99951553,32,21636.31132,13,Northwest,0,0,0,1,0,0,0,0
202,-73.8429,40.9098,56,2,37.97181563,17.02299306,0,0.3739682,45.74261343,1.83345919,0,0.67261261,144.0863342,44.14243317,46,37631.76649,10,Southeast,0,0,0,0,0,1,0,0
203,-73.838,40.9098,57,2,38.14955267,7.69356164,0,0.33518341,55.51638999,1.42789884,0,0.57563996,40.85966492,40.80278397,96,56286.69775,6,Northeast,0,0,1,0,0,0,0,0
204,-73.8332,40.9098,58,2,39.61075622,10.31859482,0,0.84733699,50.30628316,3.50081888,0,1.08578551,11.86080742,44.15625763,23,17143.39313,12,North,0,1,0,0,0,0,0,0
205,-73.8283,40.9098,59,2,35.14511309,16.07695783,0,0.73169554,46.86617417,1.29820634,0,0.95895213,81.85018158,34.12864685,23,24080.53636,13,East,1,0,0,0,0,0,0,0
206,-73.8235,40.9098,60,2,36.0013271,7.70196429,0,0.45669357,53.94754937,2.86682664,0,0.67310327,28.63153839,30.67784119,19,13353.41676,18,Northeast,0,0,1,0,0,0,0,0
207,-73.8186,40.9098,61,2,35.56382054,22.97300701,0,1.21784937,39.95825511,0.82392237,0,2.74312949,76.95561981,20.43193054,8,4309.968492,6,East,1,0,0,0,0,0,0,0
208,-73.8138,40.9098,62,2,30.38381123,36.46394296,0,0.50743739,27.46079562,0.44702921,0.09382871,1.55633211,250.3450928,9.17149544,31,26983.67748,13,West,0,0,0,0,0,0,0,1
209,-73.8089,40.9098,63,2,32.81060543,45.03429575,0,0.10384559,19.5304301,0.30446244,0,1.16413808,275.3490906,20.82247925,1,9150.736316,16,West,0,0,0,0,0,0,0,1
210,-73.8041,40.9098,64,2,31.24173425,59.61968283,0,0.25371872,4.97277299,0.12685934,0,1.31525087,277.0146179,27.73290634,2,0,10,West,0,0,0,0,0,0,0,1
211,-73.7992,40.9098,65,2,34.91952377,27.72315859,0,1.46135676,34.74827184,1.04024668,0,0.35145137,257.7822266,30.59509277,21,17820.09507,13,West,0,0,0,0,0,0,0,1
212,-73.7944,40.9098,66,2,37.16858093,9.11235672,0,2.55234751,48.6510268,4.65730285,0,1.39145529,144.9577484,22.96273041,29,7200.748391,16,Southeast,0,0,0,0,0,1,0,0
213,-73.7895,40.9098,67,2,38.43324833,10.75590753,0,0.98420248,51.89516438,1.33775949,0,1.18947577,195.268219,27.29707146,18,7289.214928,18,South,0,0,0,0,1,0,0,0
214,-73.7847,40.9098,68,2,35.24765369,10.41833574,0,1.52231241,51.35845868,1.67392704,0,0.31731576,263.690155,26.49584198,177,136851.3353,23,West,0,0,0,0,0,0,0,1
