bldg_area,street_len,nodes_num,id,poi_num,tree,shrubland,grassland,builtup,barren,water,slope,aspect,elevation,LST,lon_id,lat_id,LST_class,East,North,Northeast,Northwest,South,Southeast,Southwest,West
0,0,0,170,0,0,31.47449254,12.15167801,0,25.64393266,0,20.79473495,Northeast,859.9570313,52.47960152,3,38,0,0,0,1,0,0,0,0,0
0,0,0,171,0,0,34.52754132,15.34012948,0,19.40583852,0,16.61800766,East,854.3912354,50.58601844,3,39,0,1,0,0,0,0,0,0,0
0,0,0,172,0,0,42.84384609,4.54352702,0,21.88954185,0,12.54909706,Northeast,843.3546143,47.776406,3,40,0,0,0,1,0,0,0,0,0
0,4157.245296,0,173,0,0,58.26351462,2.78871562,0,8.22809039,0,12.8778429,Southeast,832.5841065,52.42833122,3,41,0,0,0,0,0,0,1,0,0
0,4157.245296,0,174,0,0.5322396,53.97288788,5.82205406,0,8.95654535,0,9.62100601,East,826.5463257,51.92246426,3,42,0,1,0,0,0,0,0,0,0
0,0,0,175,0,0,55.83259997,5.88881669,0,7.56571526,0,13.39492702,East,825.9658203,52.47960152,3,43,0,1,0,0,0,0,0,0,0
0,5919.930645,2,176,0,0,59.71902338,2.74845971,0,6.82305337,0,6.14348221,East,829.5845947,53.18029562,3,44,0,1,0,0,0,0,0,0,0
0,0,0,177,0,0.12672342,44.48641967,16.4501129,0,8.2306878,0,18.77894211,Northeast,835.281189,51.48153968,3,45,0,0,0,1,0,0,0,0,0
0,0,0,178,0,0.02534465,36.24446212,12.64244468,0,20.38509669,0,18.45661545,Northeast,840.1964722,49.9639388,3,46,0,0,0,1,0,0,0,0,0
0,0,0,179,0,0,21.62578115,4.49981667,0,43.17515477,0,24.54114723,East,842.3398438,49.01372924,3,47,0,1,0,0,0,0,0,0,0
